date,weightclass,fighter,rank
2015-02-24,Women's Bantamweight,Raquel Pennington,14
2015-02-24,Women's Bantamweight,Germaine de Randamie,15
2015-03-02,Pound-for-Pound,Jon Jones,1
2015-03-02,Pound-for-Pound,Jose Aldo,2
2015-03-02,Pound-for-Pound,Demetrious Johnson,3
2015-03-02,Pound-for-Pound,Chris Weidman,4
2015-03-02,Pound-for-Pound,Anthony Pettis,5
2015-03-02,Pound-for-Pound,Cain Velasquez,6
2015-03-02,Pound-for-Pound,Ronda Rousey,7
2015-03-02,Pound-for-Pound,TJ Dillashaw,8
2015-03-02,Pound-for-Pound,Anderson Silva,9
2015-03-02,Pound-for-Pound,Robbie Lawler,10
2015-03-02,Pound-for-Pound,Renan Barao,11
2015-03-02,Pound-for-Pound,Johny Hendricks,12
2015-03-02,Pound-for-Pound,Vitor Belfort,13
2015-03-02,Pound-for-Pound,Dominick Cruz,14
2015-03-02,Pound-for-Pound,Fabricio Werdum,15
2015-03-02,Flyweight,Demetrious Johnson,0
2015-03-02,Flyweight,John Dodson,1
2015-03-02,Flyweight,Joseph Benavidez,2
2015-03-02,Flyweight,Ian McCall,3
2015-03-02,Flyweight,John Moraga,4
2015-03-02,Flyweight,Jussier Formiga,5
2015-03-02,Flyweight,Ali Bagautinov,6
2015-03-02,Flyweight,John Lineker,7
2015-03-02,Flyweight,Kyoji Horiguchi,8
2015-03-02,Flyweight,Zach Makovsky,9
2015-03-02,Flyweight,Chris Cariaso,10
2015-03-02,Flyweight,Tim Elliott,11
2015-03-02,Flyweight,Dustin Ortiz,12
2015-03-02,Flyweight,Wilson Reis,13
2015-03-02,Flyweight,Brad Pickett,14
2015-03-02,Flyweight,Chico Camus,15
2015-03-02,Bantamweight,TJ Dillashaw,0
2015-03-02,Bantamweight,Renan Barao,1
2015-03-02,Bantamweight,Dominick Cruz,2
2015-03-02,Bantamweight,Urijah Faber,3
2015-03-02,Bantamweight,Raphael Assuncao,4
2015-03-02,Bantamweight,Michael McDonald,5
2015-03-02,Bantamweight,Takeya Mizugaki,6
2015-03-02,Bantamweight,Eddie Wineland,7
2015-03-02,Bantamweight,Johnny Eduardo,8
2015-03-02,Bantamweight,Bryan Caraway,9
2015-03-02,Bantamweight,Iuri Alcantara,10
2015-03-02,Bantamweight,Francisco Rivera,11
2015-03-02,Bantamweight,Frankie Saenz,12
2015-03-02,Bantamweight,Erik Perez,13
2015-03-02,Bantamweight,Alex Caceres,14
2015-03-02,Bantamweight,Mitch Gagnon,15
2015-03-02,Featherweight,Jose Aldo,0
2015-03-02,Featherweight,Frankie Edgar,1
2015-03-02,Featherweight,Chad Mendes,2
2015-03-02,Featherweight,Conor McGregor,3
2015-03-02,Featherweight,Ricardo Lamas,4
2015-03-02,Featherweight,Cub Swanson,5
2015-03-02,Featherweight,Dennis Bermudez,6
2015-03-02,Featherweight,Dustin Poirier,7
2015-03-02,Featherweight,Nik Lentz,8
2015-03-02,Featherweight,Charles Oliveira,9
2015-03-02,Featherweight,Max Holloway,10
2015-03-02,Featherweight,Jeremy Stephens,11
2015-03-02,Featherweight,Clay Guida,12
2015-03-02,Featherweight,Dennis Siver,13
2015-03-02,Featherweight,Darren Elkins,14
2015-03-02,Featherweight,Hacran Dias,15
2015-03-02,Lightweight,Anthony Pettis,0
2015-03-02,Lightweight,Rafael Dos Anjos,1
2015-03-02,Lightweight,Khabib Nurmagomedov,2
2015-03-02,Lightweight,Donald Cerrone,3
2015-03-02,Lightweight,Gilbert Melendez,4
2015-03-02,Lightweight,Benson Henderson,5
2015-03-02,Lightweight,Michael Johnson,6
2015-03-02,Lightweight,Josh Thomson,7
2015-03-02,Lightweight,Edson Barboza,8
2015-03-02,Lightweight,Myles Jury,9
2015-03-02,Lightweight,Eddie Alvarez,10
2015-03-02,Lightweight,Bobby Green,11
2015-03-02,Lightweight,Jim Miller,12
2015-03-02,Lightweight,Tony Ferguson,13
2015-03-02,Lightweight,Jorge Masvidal,14
2015-03-02,Lightweight,Al Iaquinta,15
2015-03-02,Welterweight,Robbie Lawler,0
2015-03-02,Welterweight,Johny Hendricks,1
2015-03-02,Welterweight,Rory MacDonald,2
2015-03-02,Welterweight,Tyron Woodley,3
2015-03-02,Welterweight,Carlos Condit,4
2015-03-02,Welterweight,Matt Brown,5
2015-03-02,Welterweight,Hector Lombard,6
2015-03-02,Welterweight,Demian Maia,7
2015-03-02,Welterweight,Tarec Saffiedine,8
2015-03-02,Welterweight,Dong Hyun Kim,9
2015-03-02,Welterweight,Jake Ellenberger,10
2015-03-02,Welterweight,Kelvin Gastelum,11
2015-03-02,Welterweight,Rick Story,12
2015-03-02,Welterweight,Thiago Alves,13
2015-03-02,Welterweight,Gunnar Nelson,14
2015-03-02,Welterweight,Ryan LaFlare,15
2015-03-02,Middleweight,Chris Weidman,0
2015-03-02,Middleweight,Ronaldo Souza,1
2015-03-02,Middleweight,Lyoto Machida,1
2015-03-02,Middleweight,Vitor Belfort,3
2015-03-02,Middleweight,Luke Rockhold,4
2015-03-02,Middleweight,Anderson Silva,5
2015-03-02,Middleweight,Yoel Romero,6
2015-03-02,Middleweight,Gegard Mousasi,7
2015-03-02,Middleweight,Tim Kennedy,8
2015-03-02,Middleweight,Michael Bisping,9
2015-03-02,Middleweight,Thales Leites,10
2015-03-02,Middleweight,CB Dollaway,11
2015-03-02,Middleweight,Costas Philippou,12
2015-03-02,Middleweight,Tim Boetsch,13
2015-03-02,Middleweight,Brad Tavares,14
2015-03-02,Middleweight,Roan Carneiro,15
2015-03-02,Light Heavyweight,Jon Jones,0
2015-03-02,Light Heavyweight,Anthony Johnson,1
2015-03-02,Light Heavyweight,Alexander Gustafsson,2
2015-03-02,Light Heavyweight,Daniel Cormier,3
2015-03-02,Light Heavyweight,Rashad Evans,4
2015-03-02,Light Heavyweight,Ryan Bader,5
2015-03-02,Light Heavyweight,Glover Teixeira,6
2015-03-02,Light Heavyweight,Phil Davis,7
2015-03-02,Light Heavyweight,Ovince Saint Preux,8
2015-03-02,Light Heavyweight,Jimi Manuwa,9
2015-03-02,Light Heavyweight,Mauricio Rua,10
2015-03-02,Light Heavyweight,Rafael Cavalcante,11
2015-03-02,Light Heavyweight,Fabio Maldonado,12
2015-03-02,Light Heavyweight,Rogerio Nogueira,13
2015-03-02,Light Heavyweight,Patrick Cummins,14
2015-03-02,Light Heavyweight,Dan Henderson,15
2015-03-02,Heavyweight,Cain Velasquez,0
2015-03-02,Heavyweight,Fabricio Werdum,1
2015-03-02,Heavyweight,Junior Dos Santos,2
2015-03-02,Heavyweight,Travis Browne,3
2015-03-02,Heavyweight,Stipe Miocic,4
2015-03-02,Heavyweight,Mark Hunt,5
2015-03-02,Heavyweight,Josh Barnett,6
2015-03-02,Heavyweight,Andrei Arlovski,7
2015-03-02,Heavyweight,Roy Nelson,8
2015-03-02,Heavyweight,Alistair Overeem,9
2015-03-02,Heavyweight,Ben Rothwell,10
2015-03-02,Heavyweight,Frank Mir,11
2015-03-02,Heavyweight,Antonio Silva,12
2015-03-02,Heavyweight,Matt Mitrione,13
2015-03-02,Heavyweight,Gabriel Gonzaga,14
2015-03-02,Heavyweight,Stefan Struve,15
2015-03-02,Women's Strawweight,Carla Esparza,0
2015-03-02,Women's Strawweight,Joanna Jedrzejczyk,1
2015-03-02,Women's Strawweight,Claudia Gadelha,2
2015-03-02,Women's Strawweight,Jessica Penne,3
2015-03-02,Women's Strawweight,Rose Namajunas,4
2015-03-02,Women's Strawweight,Tecia Torres,5
2015-03-02,Women's Strawweight,Joanne Calderwood,6
2015-03-02,Women's Strawweight,Randa Markos,7
2015-03-02,Women's Strawweight,Felice Herrig,8
2015-03-02,Women's Strawweight,Aisling Daly,9
2015-03-02,Women's Strawweight,Paige VanZant,10
2015-03-02,Women's Strawweight,Heather Clark,11
2015-03-02,Women's Strawweight,Juliana Lima,12
2015-03-02,Women's Strawweight,Angela Hill,13
2015-03-02,Women's Strawweight,Seohee Ham,14
2015-03-02,Women's Strawweight,Bec Rawlings,15
2015-03-02,Women's Bantamweight,Ronda Rousey,0
2015-03-02,Women's Bantamweight,Cat Zingano,1
2015-03-02,Women's Bantamweight,Miesha Tate,2
2015-03-02,Women's Bantamweight,Alexis Davis,3
2015-03-02,Women's Bantamweight,Sara McMann,4
2015-03-02,Women's Bantamweight,Sarah Kaufman,5
2015-03-02,Women's Bantamweight,Jessica Eye,6
2015-03-02,Women's Bantamweight,Bethe Correia,7
2015-03-02,Women's Bantamweight,Liz Carmouche,8
2015-03-02,Women's Bantamweight,Amanda Nunes,9
2015-03-02,Women's Bantamweight,Holly Holm,10
2015-03-02,Women's Bantamweight,Jessica Andrade,11
2015-03-02,Women's Bantamweight,Marion Reneau,12
2015-03-02,Women's Bantamweight,Julianna Pena,13
2015-03-02,Women's Bantamweight,Raquel Pennington,14
2015-03-02,Women's Bantamweight,Germaine de Randamie,15
2015-03-16,Pound-for-Pound,Jon Jones,1
2015-03-16,Pound-for-Pound,Jose Aldo,2
2015-03-16,Pound-for-Pound,Demetrious Johnson,3
2015-03-16,Pound-for-Pound,Chris Weidman,4
2015-03-16,Pound-for-Pound,Cain Velasquez,5
2015-03-16,Pound-for-Pound,Ronda Rousey,6
2015-03-16,Pound-for-Pound,TJ Dillashaw,7
2015-03-16,Pound-for-Pound,Robbie Lawler,8
2015-03-16,Pound-for-Pound,Rafael Dos Anjos,9
2015-03-16,Pound-for-Pound,Anthony Pettis,10
2015-03-16,Pound-for-Pound,Anderson Silva,11
2015-03-16,Pound-for-Pound,Renan Barao,12
2015-03-16,Pound-for-Pound,Johny Hendricks,13
2015-03-16,Pound-for-Pound,Fabricio Werdum,14
2015-03-16,Pound-for-Pound,Vitor Belfort,15
2015-03-16,Flyweight,Demetrious Johnson,0
2015-03-16,Flyweight,John Dodson,1
2015-03-16,Flyweight,Joseph Benavidez,2
2015-03-16,Flyweight,Ian McCall,3
2015-03-16,Flyweight,Jussier Formiga,4
2015-03-16,Flyweight,John Moraga,5
2015-03-16,Flyweight,Ali Bagautinov,6
2015-03-16,Flyweight,John Lineker,7
2015-03-16,Flyweight,Kyoji Horiguchi,8
2015-03-16,Flyweight,Zach Makovsky,9
2015-03-16,Flyweight,Henry Cejudo,10
2015-03-16,Flyweight,Chris Cariaso,11
2015-03-16,Flyweight,Dustin Ortiz,12
2015-03-16,Flyweight,Tim Elliott,13
2015-03-16,Flyweight,Wilson Reis,14
2015-03-16,Flyweight,Chico Camus,15
2015-03-16,Bantamweight,TJ Dillashaw,0
2015-03-16,Bantamweight,Renan Barao,1
2015-03-16,Bantamweight,Dominick Cruz,2
2015-03-16,Bantamweight,Urijah Faber,3
2015-03-16,Bantamweight,Raphael Assuncao,4
2015-03-16,Bantamweight,Michael McDonald,5
2015-03-16,Bantamweight,Takeya Mizugaki,6
2015-03-16,Bantamweight,Eddie Wineland,7
2015-03-16,Bantamweight,Johnny Eduardo,8
2015-03-16,Bantamweight,Bryan Caraway,9
2015-03-16,Bantamweight,Iuri Alcantara,10
2015-03-16,Bantamweight,Francisco Rivera,11
2015-03-16,Bantamweight,Frankie Saenz,12
2015-03-16,Bantamweight,Erik Perez,13
2015-03-16,Bantamweight,Mitch Gagnon,14
2015-03-16,Bantamweight,Alex Caceres,15
2015-03-16,Featherweight,Jose Aldo,0
2015-03-16,Featherweight,Chad Mendes,1
2015-03-16,Featherweight,Frankie Edgar,2
2015-03-16,Featherweight,Conor McGregor,3
2015-03-16,Featherweight,Ricardo Lamas,4
2015-03-16,Featherweight,Cub Swanson,5
2015-03-16,Featherweight,Dennis Bermudez,6
2015-03-16,Featherweight,Dustin Poirier,7
2015-03-16,Featherweight,Nik Lentz,8
2015-03-16,Featherweight,Charles Oliveira,9
2015-03-16,Featherweight,Max Holloway,10
2015-03-16,Featherweight,Jeremy Stephens,11
2015-03-16,Featherweight,Clay Guida,12
2015-03-16,Featherweight,Dennis Siver,13
2015-03-16,Featherweight,Darren Elkins,14
2015-03-16,Featherweight,Hacran Dias,15
2015-03-16,Lightweight,Rafael Dos Anjos,0
2015-03-16,Lightweight,Anthony Pettis,1
2015-03-16,Lightweight,Khabib Nurmagomedov,2
2015-03-16,Lightweight,Donald Cerrone,3
2015-03-16,Lightweight,Gilbert Melendez,4
2015-03-16,Lightweight,Benson Henderson,5
2015-03-16,Lightweight,Michael Johnson,6
2015-03-16,Lightweight,Edson Barboza,7
2015-03-16,Lightweight,Myles Jury,8
2015-03-16,Lightweight,Josh Thomson,9
2015-03-16,Lightweight,Eddie Alvarez,10
2015-03-16,Lightweight,Bobby Green,11
2015-03-16,Lightweight,Jim Miller,12
2015-03-16,Lightweight,Tony Ferguson,13
2015-03-16,Lightweight,Jorge Masvidal,14
2015-03-16,Lightweight,Al Iaquinta,15
2015-03-16,Welterweight,Robbie Lawler,0
2015-03-16,Welterweight,Johny Hendricks,1
2015-03-16,Welterweight,Rory MacDonald,2
2015-03-16,Welterweight,Tyron Woodley,3
2015-03-16,Welterweight,Carlos Condit,4
2015-03-16,Welterweight,Matt Brown,5
2015-03-16,Welterweight,Hector Lombard,6
2015-03-16,Welterweight,Demian Maia,7
2015-03-16,Welterweight,Tarec Saffiedine,8
2015-03-16,Welterweight,Dong Hyun Kim,9
2015-03-16,Welterweight,Kelvin Gastelum,10
2015-03-16,Welterweight,Jake Ellenberger,11
2015-03-16,Welterweight,Rick Story,12
2015-03-16,Welterweight,Thiago Alves,13
2015-03-16,Welterweight,Ryan LaFlare,14
2015-03-16,Welterweight,Gunnar Nelson,15
2015-03-16,Middleweight,Chris Weidman,0
2015-03-16,Middleweight,Ronaldo Souza,1
2015-03-16,Middleweight,Lyoto Machida,2
2015-03-16,Middleweight,Vitor Belfort,3
2015-03-16,Middleweight,Luke Rockhold,4
2015-03-16,Middleweight,Anderson Silva,5
2015-03-16,Middleweight,Yoel Romero,6
2015-03-16,Middleweight,Gegard Mousasi,7
2015-03-16,Middleweight,Tim Kennedy,8
2015-03-16,Middleweight,Thales Leites,9
2015-03-16,Middleweight,Michael Bisping,10
2015-03-16,Middleweight,CB Dollaway,11
2015-03-16,Middleweight,Costas Philippou,12
2015-03-16,Middleweight,Tim Boetsch,13
2015-03-16,Middleweight,Brad Tavares,14
2015-03-16,Middleweight,Roan Carneiro,15
2015-03-16,Light Heavyweight,Jon Jones,0
2015-03-16,Light Heavyweight,Anthony Johnson,1
2015-03-16,Light Heavyweight,Alexander Gustafsson,2
2015-03-16,Light Heavyweight,Daniel Cormier,3
2015-03-16,Light Heavyweight,Rashad Evans,4
2015-03-16,Light Heavyweight,Ryan Bader,5
2015-03-16,Light Heavyweight,Glover Teixeira,6
2015-03-16,Light Heavyweight,Phil Davis,7
2015-03-16,Light Heavyweight,Ovince Saint Preux,8
2015-03-16,Light Heavyweight,Jimi Manuwa,9
2015-03-16,Light Heavyweight,Mauricio Rua,10
2015-03-16,Light Heavyweight,Rafael Cavalcante,11
2015-03-16,Light Heavyweight,Rogerio Nogueira,12
2015-03-16,Light Heavyweight,Fabio Maldonado,13
2015-03-16,Light Heavyweight,Patrick Cummins,14
2015-03-16,Light Heavyweight,Dan Henderson,15
2015-03-16,Heavyweight,Cain Velasquez,0
2015-03-16,Heavyweight,Fabricio Werdum,1
2015-03-16,Heavyweight,Junior Dos Santos,2
2015-03-16,Heavyweight,Travis Browne,3
2015-03-16,Heavyweight,Stipe Miocic,4
2015-03-16,Heavyweight,Mark Hunt,5
2015-03-16,Heavyweight,Josh Barnett,6
2015-03-16,Heavyweight,Andrei Arlovski,7
2015-03-16,Heavyweight,Alistair Overeem,8
2015-03-16,Heavyweight,Ben Rothwell,9
2015-03-16,Heavyweight,Roy Nelson,10
2015-03-16,Heavyweight,Frank Mir,11
2015-03-16,Heavyweight,Antonio Silva,12
2015-03-16,Heavyweight,Matt Mitrione,13
2015-03-16,Heavyweight,Gabriel Gonzaga,14
2015-03-16,Heavyweight,Stefan Struve,15
2015-03-16,Women's Strawweight,Joanna Jedrzejczyk,0
2015-03-16,Women's Strawweight,Carla Esparza,1
2015-03-16,Women's Strawweight,Claudia Gadelha,2
2015-03-16,Women's Strawweight,Jessica Penne,3
2015-03-16,Women's Strawweight,Rose Namajunas,4
2015-03-16,Women's Strawweight,Tecia Torres,5
2015-03-16,Women's Strawweight,Joanne Calderwood,6
2015-03-16,Women's Strawweight,Randa Markos,7
2015-03-16,Women's Strawweight,Felice Herrig,8
2015-03-16,Women's Strawweight,Aisling Daly,9
2015-03-16,Women's Strawweight,Heather Clark,10
2015-03-16,Women's Strawweight,Paige VanZant,11
2015-03-16,Women's Strawweight,Juliana Lima,12
2015-03-16,Women's Strawweight,Seohee Ham,13
2015-03-16,Women's Strawweight,Angela Hill,14
2015-03-16,Women's Strawweight,Bec Rawlings,15
2015-03-16,Women's Bantamweight,Ronda Rousey,0
2015-03-16,Women's Bantamweight,Cat Zingano,1
2015-03-16,Women's Bantamweight,Miesha Tate,2
2015-03-16,Women's Bantamweight,Alexis Davis,3
2015-03-16,Women's Bantamweight,Sara McMann,4
2015-03-16,Women's Bantamweight,Sarah Kaufman,5
2015-03-16,Women's Bantamweight,Jessica Eye,6
2015-03-16,Women's Bantamweight,Bethe Correia,7
2015-03-16,Women's Bantamweight,Liz Carmouche,8
2015-03-16,Women's Bantamweight,Amanda Nunes,9
2015-03-16,Women's Bantamweight,Holly Holm,10
2015-03-16,Women's Bantamweight,Jessica Andrade,11
2015-03-16,Women's Bantamweight,Marion Reneau,12
2015-03-16,Women's Bantamweight,Julianna Pena,13
2015-03-16,Women's Bantamweight,Germaine de Randamie,14
2015-03-16,Women's Bantamweight,Raquel Pennington,15
2015-03-23,Pound-for-Pound,Jon Jones,1
2015-03-23,Pound-for-Pound,Jose Aldo,2
2015-03-23,Pound-for-Pound,Demetrious Johnson,3
2015-03-23,Pound-for-Pound,Chris Weidman,4
2015-03-23,Pound-for-Pound,Cain Velasquez,5
2015-03-23,Pound-for-Pound,Ronda Rousey,6
2015-03-23,Pound-for-Pound,TJ Dillashaw,7
2015-03-23,Pound-for-Pound,Robbie Lawler,8
2015-03-23,Pound-for-Pound,Rafael Dos Anjos,9
2015-03-23,Pound-for-Pound,Anthony Pettis,10
2015-03-23,Pound-for-Pound,Anderson Silva,11
2015-03-23,Pound-for-Pound,Renan Barao,12
2015-03-23,Pound-for-Pound,Johny Hendricks,13
2015-03-23,Pound-for-Pound,Fabricio Werdum,14
2015-03-23,Pound-for-Pound,Vitor Belfort,15
2015-03-23,Flyweight,Demetrious Johnson,0
2015-03-23,Flyweight,John Dodson,1
2015-03-23,Flyweight,Joseph Benavidez,2
2015-03-23,Flyweight,Ian McCall,3
2015-03-23,Flyweight,John Moraga,4
2015-03-23,Flyweight,Jussier Formiga,5
2015-03-23,Flyweight,Ali Bagautinov,6
2015-03-23,Flyweight,John Lineker,7
2015-03-23,Flyweight,Kyoji Horiguchi,8
2015-03-23,Flyweight,Zach Makovsky,9
2015-03-23,Flyweight,Henry Cejudo,10
2015-03-23,Flyweight,Chris Cariaso,11
2015-03-23,Flyweight,Tim Elliott,12
2015-03-23,Flyweight,Dustin Ortiz,13
2015-03-23,Flyweight,Wilson Reis,14
2015-03-23,Flyweight,Chico Camus,15
2015-03-23,Bantamweight,TJ Dillashaw,0
2015-03-23,Bantamweight,Renan Barao,1
2015-03-23,Bantamweight,Dominick Cruz,2
2015-03-23,Bantamweight,Urijah Faber,3
2015-03-23,Bantamweight,Raphael Assuncao,4
2015-03-23,Bantamweight,Michael McDonald,5
2015-03-23,Bantamweight,Takeya Mizugaki,6
2015-03-23,Bantamweight,Eddie Wineland,7
2015-03-23,Bantamweight,Johnny Eduardo,8
2015-03-23,Bantamweight,Bryan Caraway,9
2015-03-23,Bantamweight,Iuri Alcantara,10
2015-03-23,Bantamweight,Francisco Rivera,11
2015-03-23,Bantamweight,Frankie Saenz,12
2015-03-23,Bantamweight,Erik Perez,13
2015-03-23,Bantamweight,Mitch Gagnon,14
2015-03-23,Bantamweight,Alex Caceres,15
2015-03-23,Featherweight,Jose Aldo,0
2015-03-23,Featherweight,Chad Mendes,1
2015-03-23,Featherweight,Frankie Edgar,2
2015-03-23,Featherweight,Conor McGregor,3
2015-03-23,Featherweight,Ricardo Lamas,4
2015-03-23,Featherweight,Cub Swanson,5
2015-03-23,Featherweight,Dennis Bermudez,6
2015-03-23,Featherweight,Dustin Poirier,6
2015-03-23,Featherweight,Nik Lentz,8
2015-03-23,Featherweight,Charles Oliveira,9
2015-03-23,Featherweight,Max Holloway,10
2015-03-23,Featherweight,Jeremy Stephens,11
2015-03-23,Featherweight,Clay Guida,12
2015-03-23,Featherweight,Dennis Siver,13
2015-03-23,Featherweight,Darren Elkins,14
2015-03-23,Featherweight,Hacran Dias,15
2015-03-23,Lightweight,Rafael Dos Anjos,0
2015-03-23,Lightweight,Anthony Pettis,1
2015-03-23,Lightweight,Khabib Nurmagomedov,2
2015-03-23,Lightweight,Donald Cerrone,3
2015-03-23,Lightweight,Gilbert Melendez,4
2015-03-23,Lightweight,Benson Henderson,5
2015-03-23,Lightweight,Michael Johnson,6
2015-03-23,Lightweight,Edson Barboza,7
2015-03-23,Lightweight,Myles Jury,8
2015-03-23,Lightweight,Josh Thomson,9
2015-03-23,Lightweight,Eddie Alvarez,10
2015-03-23,Lightweight,Bobby Green,11
2015-03-23,Lightweight,Jim Miller,12
2015-03-23,Lightweight,Tony Ferguson,13
2015-03-23,Lightweight,Jorge Masvidal,14
2015-03-23,Lightweight,Al Iaquinta,15
2015-03-23,Welterweight,Robbie Lawler,0
2015-03-23,Welterweight,Johny Hendricks,1
2015-03-23,Welterweight,Rory MacDonald,2
2015-03-23,Welterweight,Tyron Woodley,3
2015-03-23,Welterweight,Carlos Condit,4
2015-03-23,Welterweight,Matt Brown,5
2015-03-23,Welterweight,Demian Maia,6
2015-03-23,Welterweight,Hector Lombard,7
2015-03-23,Welterweight,Tarec Saffiedine,8
2015-03-23,Welterweight,Dong Hyun Kim,9
2015-03-23,Welterweight,Kelvin Gastelum,10
2015-03-23,Welterweight,Jake Ellenberger,11
2015-03-23,Welterweight,Rick Story,12
2015-03-23,Welterweight,Thiago Alves,13
2015-03-23,Welterweight,Gunnar Nelson,14
2015-03-23,Welterweight,Ryan LaFlare,15
2015-03-23,Middleweight,Chris Weidman,0
2015-03-23,Middleweight,Ronaldo Souza,1
2015-03-23,Middleweight,Lyoto Machida,2
2015-03-23,Middleweight,Vitor Belfort,3
2015-03-23,Middleweight,Luke Rockhold,4
2015-03-23,Middleweight,Anderson Silva,5
2015-03-23,Middleweight,Yoel Romero,6
2015-03-23,Middleweight,Gegard Mousasi,7
2015-03-23,Middleweight,Tim Kennedy,8
2015-03-23,Middleweight,Michael Bisping,9
2015-03-23,Middleweight,Thales Leites,10
2015-03-23,Middleweight,CB Dollaway,11
2015-03-23,Middleweight,Costas Philippou,12
2015-03-23,Middleweight,Tim Boetsch,13
2015-03-23,Middleweight,Brad Tavares,14
2015-03-23,Middleweight,Roan Carneiro,15
2015-03-23,Light Heavyweight,Jon Jones,0
2015-03-23,Light Heavyweight,Anthony Johnson,1
2015-03-23,Light Heavyweight,Alexander Gustafsson,2
2015-03-23,Light Heavyweight,Daniel Cormier,3
2015-03-23,Light Heavyweight,Rashad Evans,4
2015-03-23,Light Heavyweight,Ryan Bader,5
2015-03-23,Light Heavyweight,Glover Teixeira,6
2015-03-23,Light Heavyweight,Phil Davis,7
2015-03-23,Light Heavyweight,Ovince Saint Preux,8
2015-03-23,Light Heavyweight,Jimi Manuwa,9
2015-03-23,Light Heavyweight,Mauricio Rua,10
2015-03-23,Light Heavyweight,Rafael Cavalcante,11
2015-03-23,Light Heavyweight,Rogerio Nogueira,12
2015-03-23,Light Heavyweight,Fabio Maldonado,13
2015-03-23,Light Heavyweight,Patrick Cummins,14
2015-03-23,Light Heavyweight,Dan Henderson,15
2015-03-23,Heavyweight,Cain Velasquez,0
2015-03-23,Heavyweight,Fabricio Werdum,1
2015-03-23,Heavyweight,Junior Dos Santos,2
2015-03-23,Heavyweight,Travis Browne,3
2015-03-23,Heavyweight,Stipe Miocic,4
2015-03-23,Heavyweight,Mark Hunt,5
2015-03-23,Heavyweight,Josh Barnett,6
2015-03-23,Heavyweight,Andrei Arlovski,7
2015-03-23,Heavyweight,Alistair Overeem,8
2015-03-23,Heavyweight,Ben Rothwell,9
2015-03-23,Heavyweight,Roy Nelson,10
2015-03-23,Heavyweight,Frank Mir,11
2015-03-23,Heavyweight,Matt Mitrione,12
2015-03-23,Heavyweight,Antonio Silva,13
2015-03-23,Heavyweight,Gabriel Gonzaga,14
2015-03-23,Heavyweight,Stefan Struve,15
2015-03-23,Women's Strawweight,Joanna Jedrzejczyk,0
2015-03-23,Women's Strawweight,Carla Esparza,1
2015-03-23,Women's Strawweight,Claudia Gadelha,2
2015-03-23,Women's Strawweight,Jessica Penne,3
2015-03-23,Women's Strawweight,Rose Namajunas,4
2015-03-23,Women's Strawweight,Tecia Torres,5
2015-03-23,Women's Strawweight,Joanne Calderwood,6
2015-03-23,Women's Strawweight,Randa Markos,7
2015-03-23,Women's Strawweight,Felice Herrig,8
2015-03-23,Women's Strawweight,Aisling Daly,9
2015-03-23,Women's Strawweight,Heather Clark,10
2015-03-23,Women's Strawweight,Paige VanZant,11
2015-03-23,Women's Strawweight,Juliana Lima,12
2015-03-23,Women's Strawweight,Angela Hill,13
2015-03-23,Women's Strawweight,Seohee Ham,14
2015-03-23,Women's Strawweight,Bec Rawlings,15
2015-03-23,Women's Bantamweight,Ronda Rousey,0
2015-03-23,Women's Bantamweight,Cat Zingano,1
