R_fighter,B_fighter,date,R_kd_bout,B_kd_bout,R_sig_str_landed_bout,B_sig_str_landed_bout,R_sig_str_attempted_bout,B_sig_str_attempted_bout,R_sig_str_pct_bout,B_sig_str_pct_bout,R_tot_str_landed_bout,B_tot_str_landed_bout,R_tot_str_attempted_bout,B_tot_str_attempted_bout,R_td_landed_bout,B_td_landed_bout,R_td_attempted_bout,B_td_attempted_bout,R_td_pct_bout,B_td_pct_bout,R_sub_attempts_bout,B_sub_attempts_bout,R_pass_bout,B_pass_bout,R_rev_bout,B_rev_bout
Elvis Mutapcic,Anthony Smith,12/ 3/2016,0,1,29,48,81,90,.35,.53,39,52,93,94,0,0,0,0,.0,.0,0,1,0,0,0,0
Matt Bessette,Steven Peterson,7/ 6/2018,0,0,57,74,141,175,.40,.42,88,115,177,220,0,2,3,6,.0,.33,0,1,0,2,1,1
Shannon Gugerty,Matt Grice,7/11/2009,0,0,1,4,10,8,.10,.50,7,7,20,11,1,0,1,0,1,.0,2,0,2,0,0,0
Jesse Lennox,Danillo Villefort,8/ 8/2009,0,0,37,43,114,114,.32,.37,39,46,121,118,1,1,2,2,.50,.50,0,1,0,1,0,0
Evan Dunham,Marcus Aurelio,8/29/2009,1,0,58,27,161,102,.36,.26,70,57,175,133,1,3,1,15,1,.20,0,1,0,2,0,0
Eliot Marshall,Jason Brilz,9/19/2009,0,0,29,27,117,105,.24,.25,53,64,141,145,0,0,0,16,.0,.0,0,0,0,0,0,0
Stefan Struve,Chase Gormley,10/24/2009,0,0,12,8,16,23,.75,.34,32,10,41,28,1,1,1,1,1,1,3,1,1,0,1,0
Andre Winner,Rolando Delgado,11/14/2009,2,0,14,11,28,45,.50,.24,14,13,28,47,0,0,0,0,.0,.0,0,0,0,0,0,0
TJ Grant,Kevin Burns,12/12/2009,1,1,28,14,40,37,.70,.37,32,21,44,44,1,0,3,0,.33,.0,0,0,3,0,0,0
Joey Beltran,Rolles Gracie,2/ 6/2010,0,0,22,15,49,46,.44,.32,60,20,91,52,0,1,0,10,.0,.10,0,0,0,2,0,0
Jason MacDonald,John Salter,5/ 8/2010,0,0,5,3,7,7,.71,.42,10,5,12,9,0,1,0,3,.0,.33,0,0,0,1,0,0
Jesse Forbes,Ryan Jensen,5/29/2010,1,0,3,3,9,6,.33,.50,3,3,9,6,1,0,1,0,1,.0,1,1,1,0,0,0
Mike Pyle,Jesse Lennox,6/12/2010,1,0,49,37,122,120,.40,.30,77,45,153,130,0,1,5,1,.0,1,3,0,2,0,1,0
Jon Madsen,Karlos Vemola,7/ 3/2010,0,0,37,16,53,42,.69,.38,118,21,140,47,3,0,4,3,.75,.0,0,1,4,0,0,0
Ben Saunders,Dennis Hallman,8/ 7/2010,0,0,30,28,45,55,.66,.50,54,96,72,132,0,3,0,6,.0,.50,1,0,0,4,0,0
Mark Hunt,Sean McCorkle,9/25/2010,0,0,2,0,8,4,.25,.0,3,0,9,4,1,0,1,2,1,.0,0,2,0,0,0,0
Jon Madsen,Gilbert Yvel,10/23/2010,0,0,18,0,31,2,.58,.0,20,0,35,2,1,0,1,0,1,.0,0,0,0,0,0,0
Tyson Griffin,Nik Lentz,11/20/2010,1,0,31,34,60,59,.51,.57,66,75,102,102,8,4,13,8,.61,.50,1,3,0,2,0,0
Mike Pierce,Kenny Robertson,2/ 5/2011,1,0,19,12,37,36,.51,.33,33,24,51,51,2,0,4,0,.50,.0,1,0,0,0,0,0
Curt Warburton,Curt Warburton,2/26/2011,0,0,30,18,67,58,.44,.31,45,52,86,112,0,4,0,7,.0,.57,0,0,0,4,0,0
Constantinos Philippou,Nick Catone,3/19/2011,0,0,23,31,49,59,.46,.52,44,79,77,116,0,3,0,8,.0,.37,0,0,0,4,0,0
John Makdessi,Kyle Watson,4/30/2011,1,0,50,25,98,141,.51,.17,55,25,103,141,0,0,0,3,.0,.0,0,0,0,0,0,0
Joey Beltran,Aaron Rosa,6/11/2011,0,0,88,73,188,179,.46,.40,185,135,304,258,1,0,4,1,.25,.0,0,0,1,0,0,0
Jeff Hougland,Donny Walker,7/ 2/2011,0,0,61,31,116,83,.52,.37,104,82,165,137,1,0,5,0,.20,.0,4,2,0,1,2,0
Rafael Natal,Paul Bradley,8/ 6/2011,0,0,43,13,123,67,.34,.19,55,19,135,75,0,3,1,12,.0,.25,0,0,0,3,0,0
Iuri Alcantara,Felipe Arantes,8/27/2011,0,0,22,29,52,47,.42,.61,75,54,123,77,6,0,6,0,1,.0,0,0,11,0,0,1
Steve Cantwell,Mike Massenzio,10/ 8/2011,0,0,56,78,164,164,.34,.47,76,80,184,167,0,1,0,11,.0,.9,1,0,0,0,0,0
Clifford Starks,Clifford Starks,10/29/2011,0,0,18,26,72,82,.25,.31,35,81,89,147,0,3,0,3,.0,1,0,0,0,3,0,0
Matt Brown,Seth Baczynski,11/19/2011,0,0,19,17,34,49,.55,.34,28,22,43,55,1,1,1,5,1,.20,0,1,0,0,1,0
Rich Attonito,Jake Hecht,12/10/2011,0,0,17,33,27,47,.62,.70,42,44,56,59,1,0,2,1,.50,.0,0,0,2,0,0,0
Dan Stittgen,Stephen Thompson,2/ 4/2012,0,1,8,22,22,38,.36,.57,8,22,22,38,0,0,0,0,.0,.0,0,0,0,0,0,0
Takeya Mizugaki,Chris Cariaso,2/25/2012,0,0,28,37,88,77,.31,.48,70,75,141,119,2,0,4,1,.50,.0,0,0,0,0,0,1
Keith Wisniewski,Chris Clements,4/21/2012,0,2,28,68,46,123,.60,.55,44,86,65,144,3,0,6,2,.50,.0,1,0,5,0,0,0
Kyle Kingsbury,Glover Teixeira,5/26/2012,0,0,5,15,19,30,.26,.50,5,27,19,49,0,0,1,0,.0,.0,0,1,0,1,0,0
Rafaello Oliveira,Yoislandy Izquierdo,7/ 7/2012,0,0,29,27,40,57,.72,.47,178,43,199,75,4,0,7,0,.57,.0,5,0,4,0,0,0
Mitch Gagnon,Walel Watson,9/22/2012,1,0,5,1,11,8,.45,.12,6,1,12,8,0,0,0,0,.0,.0,1,0,1,0,0,0
Luiz Cane,Chris Camozzi,10/13/2012,0,0,55,97,133,269,.41,.36,64,97,142,269,1,0,3,1,.33,.0,1,0,1,0,0,0
Ivan Menjivar,Azamat Gashimov,11/17/2012,0,0,6,4,10,13,.60,.30,25,18,32,28,0,1,0,1,.0,1,1,0,0,0,0,0
Leonard Garcia,Max Holloway,12/29/2012,0,1,89,120,359,269,.24,.44,92,122,367,273,2,0,4,0,.50,.0,0,0,1,0,0,0
Edwin Figueroa,Francisco Rivera,2/ 2/2013,1,1,24,51,97,127,.24,.40,36,54,109,131,1,2,1,2,1,1,0,0,0,1,0,0
Jon Manley,Neil Magny,2/23/2013,0,0,17,65,85,120,.20,.54,35,97,112,158,1,4,13,5,.7,.80,0,0,2,5,0,1
TJ Dillashaw,Issei Tamura,3/16/2013,1,0,30,11,57,20,.52,.55,39,17,66,28,2,0,3,1,.66,.0,0,0,0,0,0,0
Brian Bowles,George Roop,5/25/2013,1,1,24,44,72,100,.33,.44,28,46,76,103,0,0,0,0,.0,.0,1,0,1,0,1,0
Yves Jabouin,Dustin Pague,6/15/2013,0,0,20,15,29,18,.68,.83,54,51,74,63,1,1,1,2,1,.50,0,7,1,6,3,1
Mike Pierce,David Mitchell,7/ 6/2013,1,0,17,17,41,44,.41,.38,25,81,49,110,0,0,4,0,.0,.0,0,0,0,0,0,0
Ednaldo Oliveira,Francimar Barroso,8/ 3/2013,0,0,19,31,71,63,.26,.49,30,69,84,103,0,2,1,5,.0,.40,0,0,0,1,0,0
Ryan Couture,Al Iaquinta,8/31/2013,0,0,45,80,155,177,.29,.45,47,86,158,183,0,4,6,4,.0,1,0,0,0,0,0,0
Michel Prazeres,Jesse Ronson,9/21/2013,0,0,19,38,43,73,.44,.52,50,41,77,76,7,1,15,1,.46,1,0,0,6,1,0,0
Jeremy Larsen,Andre Fili,10/19/2013,0,0,23,55,45,105,.51,.52,30,63,53,113,1,1,2,1,.50,1,0,0,0,0,0,0
Will Campuzano,Sergio Pettis,11/16/2013,0,0,41,81,92,121,.44,.66,75,93,131,135,4,2,8,4,.50,.50,0,3,2,5,1,1
Anthony Rocco Martin,Rashid Magomedov,2/ 1/2014,0,0,18,46,42,73,.42,.63,24,72,50,100,1,0,8,0,.12,.0,1,1,3,2,0,0
Ernest Chavez,Yosdenis Cedeno,2/22/2014,0,0,28,26,62,83,.45,.31,94,27,133,84,2,0,2,1,1,.0,0,0,5,0,0,0
Will Campuzano,Justin Scoggins,3/15/2014,0,0,4,61,41,103,.9,.59,28,78,70,127,0,6,0,10,.0,.60,1,0,0,13,0,0
Sam Sicilia,Aaron Phillips,5/24/2014,0,0,37,18,68,40,.54,.45,95,109,129,137,5,0,8,0,.62,.0,1,1,7,1,1,1
Jason Saggo,Josh Shockley,6/14/2014,0,0,10,6,24,12,.41,.50,29,13,45,20,2,0,3,0,.66,.0,0,1,9,0,0,0
Manvel Gamburyan,Cody Gibson,9/27/2014,0,1,11,49,52,118,.21,.41,20,61,63,131,2,1,6,2,.33,.50,1,0,0,3,0,0
Fabricio Camoes,Anthony Rocco Martin,10/25/2014,0,0,1,1,8,11,.12,.9,1,2,8,12,0,1,0,1,.0,1,0,3,0,2,0,0
Marco Beltran,Marlon Vera,11/15/2014,0,0,31,25,62,56,.50,.44,70,30,104,62,1,1,4,1,.25,1,0,2,2,7,1,0
Alex White,Clay Collard,12/ 6/2014,0,1,58,60,164,193,.35,.31,80,62,189,195,1,3,3,5,.33,.60,1,2,1,0,1,0
Jake Lindsey,Joe Duffy,3/14/2015,0,1,6,15,23,40,.26,.37,6,15,23,40,0,0,0,0,.0,.0,0,0,0,0,0,0
Jessica Rakoczy,Valerie Letourneau,4/25/2015,0,0,46,38,107,124,.42,.30,60,50,125,136,1,2,5,2,.20,1,1,2,2,4,1,1
Justin Scoggins,Josh Sampo,5/23/2015,0,0,64,35,128,91,.50,.38,64,72,128,129,1,1,2,7,.50,.14,0,0,0,0,0,0
Gabriel Benitez,Clay Collard,6/13/2015,0,0,60,34,106,158,.56,.21,97,54,144,184,0,6,0,11,.0,.54,1,0,1,3,0,0
Yosdenis Cedeno,Cody Pfister,7/11/2015,0,0,26,15,76,98,.34,.15,66,70,116,158,0,5,0,7,.0,.71,1,0,0,5,2,0
Iuri Alcantara,Leandro Issa,8/ 1/2015,0,0,53,26,101,55,.52,.47,65,37,114,70,0,1,0,10,.0,.10,0,0,4,4,0,0
Joaquim Silva,Nazareno Malegarie,9/ 5/2015,0,0,49,58,162,166,.30,.34,49,68,162,178,0,1,0,3,.0,.33,0,0,0,0,0,0
Chris Cariaso,Sergio Pettis,10/ 3/2015,0,1,37,37,79,122,.46,.30,54,80,104,169,0,3,1,4,.0,.75,1,0,3,6,1,0
Richard Walsh,Steve Kennedy,11/14/2015,0,0,93,38,170,102,.54,.37,132,61,214,128,0,3,0,8,.0,.37,0,0,0,1,0,0
John Makdessi,Yancy Medeiros,12/12/2015,0,1,114,80,196,268,.58,.29,114,80,196,268,0,0,0,1,.0,.0,0,0,0,0,0,0
Joe Soto,Michinori Tanaka,1/ 2/2016,0,0,71,57,111,190,.63,.30,98,68,138,202,1,3,3,6,.33,.50,4,0,2,0,0,0
Jason Saggo,Justin Salas,3/ 5/2016,0,0,20,1,35,3,.57,.33,31,2,56,4,0,1,0,1,.0,1,0,0,2,0,1,0
Marcos Rogerio de Lima,Clint Hester,4/23/2016,1,0,29,0,41,5,.70,.0,84,1,103,6,0,0,0,0,.0,.0,1,0,3,0,0,0
Renato Moicano,Zubaira Tukhugov,5/14/2016,0,0,44,29,129,112,.34,.25,52,32,137,115,0,3,0,8,.0,.37,0,0,1,0,0,0
Jonathan Wilson,Henrique da Silva,6/ 4/2016,1,0,66,81,97,136,.68,.59,71,97,102,153,1,0,1,0,1,.0,0,0,0,2,0,1
Orlando Wiet,Robert Lucarelli,3/11/1994,0,0,8,2,12,6,.66,.33,11,2,15,6,0,1,0,1,.0,1,0,1,0,0,0,0
Jim Miller,Takanori Gomi,7/ 9/2016,0,0,8,1,26,5,.30,.20,13,1,32,5,1,0,1,0,1,.0,0,0,1,0,0,0
Colby Covington,Max Griffin,8/20/2016,0,0,26,13,46,35,.56,.37,161,33,216,58,6,0,9,0,.66,.0,0,1,12,0,0,1
Leonardo Santos,Adriano Martins,10/ 8/2016,0,0,23,34,70,83,.32,.40,23,34,70,84,0,0,1,0,.0,.0,0,0,0,0,0,0
Jason Saggo,Rustam Khabilov,12/10/2016,0,0,19,42,72,102,.26,.41,43,93,100,156,0,4,2,5,.0,.80,0,0,0,0,0,0
Albert Morales,Andre Soukhamthath,3/ 4/2017,0,0,56,46,132,116,.42,.39,79,73,172,148,1,0,3,1,.33,.0,0,0,1,2,0,0
Josh Emmett,Desmond Green,4/ 8/2017,0,0,41,57,142,124,.28,.45,43,66,144,135,0,1,1,2,.0,.50,0,0,0,0,0,0
Joachim Christensen,Gadzhimurad Antigulov,5/13/2017,0,0,1,2,3,4,.33,.50,1,7,3,12,0,1,0,1,.0,1,0,1,0,1,0,0
Luan Chagas,Jim Wallhead,6/ 3/2017,1,0,95,32,157,160,.60,.20,95,33,157,161,0,0,2,2,.0,.0,1,0,1,0,0,0
Trevin Giles,James Bochnovic,7/ 8/2017,0,0,41,5,53,24,.77,.20,54,15,66,35,5,0,5,1,1,.0,0,0,6,0,0,0
Joshua Burkman,Drew Dober,7/29/2017,0,1,11,15,18,29,.61,.51,11,20,18,34,0,0,1,1,.0,.0,0,0,0,0,0,0
Kajan Johnson,Adriano Martins,9/ 9/2017,1,0,26,16,63,31,.41,.51,26,16,63,31,0,0,0,0,.0,.0,0,1,0,0,0,0
Aiemann Zahabi,Ricardo Ramos,11/ 4/2017,0,1,46,42,105,94,.43,.44,47,45,106,97,0,3,1,5,.0,.60,0,0,0,1,1,0
Sabah Homasi,Abdul Razak Alhassan,12/ 2/2017,0,1,39,27,60,61,.65,.44,41,34,62,70,0,1,2,3,.0,.33,0,0,0,0,0,0
Islam Makhachev,Gleison Tibau,1/20/2018,1,0,3,2,6,4,.50,.50,3,2,6,4,0,0,0,0,.0,.0,0,0,0,0,0,0
Teruto Ishihara,Jose Quinonez,2/10/2018,1,0,33,49,109,98,.30,.50,35,54,111,103,1,2,4,7,.25,.28,0,0,0,1,0,0
Bryan Caraway,Cody Stamann,3/ 3/2018,0,0,59,95,168,166,.35,.57,116,115,236,186,1,0,23,1,.4,.0,0,0,3,0,0,0
Thales Leites,Jack Hermansson,5/12/2018,0,0,11,35,17,56,.64,.62,20,49,27,71,3,3,9,3,.33,1,3,1,4,1,0,0
Joseph Benavidez,Sergio Pettis,6/ 9/2018,0,0,59,74,186,168,.31,.44,86,87,216,183,2,0,14,0,.14,.0,0,0,0,0,0,0
Jamie Moyle,Emily Whitmire,7/ 7/2018,0,0,50,53,117,183,.42,.28,75,111,149,264,0,1,3,2,.0,.50,0,0,0,1,0,0
Danielle Taylor,Weili Zhang,8/ 4/2018,0,0,34,77,123,194,.27,.39,35,83,124,200,0,1,1,2,.0,.50,1,0,0,1,0,0
Jim Miller,Alex White,9/ 8/2018,0,0,15,5,24,14,.62,.35,17,5,26,14,1,0,1,0,1,.0,1,0,2,0,0,0
Gray Maynard,Nik Lentz,10/ 6/2018,0,1,13,75,27,101,.48,.74,13,92,27,121,0,2,0,5,.0,.40,0,1,0,3,0,0
Adam Wieczorek,Marcos Rogerio de Lima,11/ 3/2018,0,0,7,28,38,59,.18,.47,31,70,65,112,1,3,2,5,.50,.60,0,0,1,3,0,0
Chad Laprise,Dhiego Lima,12/ 8/2018,0,1,8,5,16,25,.50,.20,8,5,16,25,0,0,0,0,.0,.0,0,0,0,0,0,0
Curtis Millender,Siyar Bahadurzada,12/29/2018,0,0,89,40,165,121,.53,.33,91,65,167,149,0,3,0,7,.0,.42,0,0,1,2,0,0
Wuliji Buren,Jonathan Martinez,2/ 9/2019,0,0,17,47,31,87,.54,.54,24,63,40,110,3,1,6,2,.50,.50,1,0,7,4,2,1
Gina Mazany,Macy Chiasson,3/ 2/2019,0,1,14,25,25,49,.56,.51,24,25,36,49,0,0,0,0,.0,.0,0,0,0,0,0,0
Montel Jackson,Andre Soukhamthath,4/13/2019,0,0,64,30,107,62,.59,.48,160,41,218,73,3,1,4,1,.75,1,0,0,3,0,1,0
Raoni Barcelos,Carlos Huachin,5/11/2019,1,0,59,20,123,127,.47,.15,70,20,137,127,0,0,1,0,.0,.0,1,0,3,0,0,0
Bevon Lewis,Darren Stewart,6/ 8/2019,0,0,31,30,84,73,.36,.41,45,40,98,84,0,0,5,0,.0,.0,0,0,0,0,0,0
Ismail Naurdiev,Chance Rencountre,7/ 6/2019,0,0,21,4,43,24,.48,.16,56,48,82,112,2,2,2,8,1,.25,0,0,1,4,0,0
Erik Koch,Kyle Stewart,7/27/2019,0,0,37,23,63,64,.58,.35,67,68,99,119,4,0,11,8,.36,.0,0,0,4,0,0,0
Kyung Ho Kang,Brandon Davis,8/17/2019,1,0,50,77,101,187,.49,.41,120,114,180,231,3,1,6,1,.50,1,0,0,3,0,0,0
Omari Akhmedov,Zak Cummings,9/ 7/2019,0,0,26,17,77,69,.33,.24,47,24,106,76,2,0,3,0,.66,.0,0,0,3,0,0,0
Khalid Taha,Bruno Silva,10/ 5/2019,1,0,38,20,88,50,.43,.40,74,51,127,88,0,2,1,11,.0,.18,1,0,1,1,0,0
Lyman Good,Chance Rencountre,11/ 2/2019,1,0,68,23,134,83,.50,.27,73,23,142,85,0,0,0,1,.0,.0,0,0,0,0,0,0
Brandon Moreno,Kai Kara-France,12/14/2019,0,0,91,82,276,231,.32,.35,91,82,276,231,0,0,0,0,.0,.0,0,0,0,0,0,0
Sabina Mazo,JJ Aldrich,1/18/2020,0,0,118,58,323,144,.36,.40,121,69,327,156,0,0,0,0,.0,.0,0,0,0,0,0,0
Austin Lingo,Youssef Zalal,2/ 8/2020,0,0,12,31,61,55,.19,.56,16,49,68,80,1,6,1,12,1,.50,0,2,1,2,0,0
Danaa Batgerel,Guido Cannetti,3/ 7/2020,1,0,17,11,33,23,.51,.47,17,11,33,23,0,0,0,0,.0,.0,0,0,0,0,0,0
Ryan Spann,Sam Alvey,5/ 9/2020,0,0,51,57,115,108,.44,.52,52,103,116,156,2,0,7,0,.28,.0,1,0,0,0,0,0
Alonzo Menifield,Devin Clark,6/ 6/2020,0,0,39,79,85,124,.45,.63,54,150,103,198,0,1,2,10,.0,.10,0,0,0,1,0,0
Raulian Paiva,Zhalgas Zhumagulov,7/11/2020,0,0,52,66,121,119,.42,.55,56,73,125,126,0,2,0,11,.0,.18,0,0,0,0,0,0
Jonathan Goulet,Kuniyoshi Hironaka,4/19/2008,2,1,31,21,78,50,.39,.42,34,23,81,52,0,1,0,5,.0,.20,0,0,0,2,0,0
Shane Carwin,Christian Wellisch,5/24/2008,1,0,5,2,14,11,.35,.18,5,2,14,11,0,0,0,0,.0,.0,0,0,0,0,0,0
Antoni Hardonk,Eddie Sanchez,6/ 7/2008,1,2,48,33,75,67,.64,.49,51,67,78,110,0,2,0,4,.0,.50,0,0,0,3,0,0
Per Eklund,Samy Schiavo,10/18/2008,0,0,31,23,42,56,.73,.41,92,28,104,62,1,1,5,2,.20,.50,5,1,3,0,0,0
TJ Grant,Ryo Chonan,4/18/2009,0,0,34,31,76,75,.44,.41,98,53,149,101,3,2,4,2,.75,1,0,0,7,0,1,3
George Roop,David Kaplan,5/23/2009,0,0,62,50,226,105,.27,.47,133,98,302,158,0,5,0,14,.0,.35,0,0,0,2,0,0
Stefan Struve,Denis Stojnic,6/13/2009,0,0,4,16,6,60,.66,.26,37,36,43,85,0,0,1,0,.0,.0,7,0,1,0,1,0
Aljamain Sterling,Bryan Caraway,5/29/2016,0,0,32,9,64,31,.50,.29,56,69,91,96,1,3,3,6,.33,.50,2,0,1,5,0,0
Dustin Ortiz,Matheus Nicolau Pereira,7/28/2018,1,0,8,7,43,16,.18,.43,8,7,43,16,0,0,0,0,.0,.0,0,0,0,0,0,0
Casey Kenney,Merab Dvalishvili,2/15/2020,0,0,45,63,118,181,.38,.34,47,114,120,241,0,12,0,24,.0,.50,0,0,0,3,0,0
Karol Rosa,Lara Procopio,8/31/2019,1,0,171,165,351,290,.48,.56,177,169,358,294,0,0,0,5,.0,.0,0,0,0,0,0,0
Geraldo de Freitas,Felipe Colares,2/ 2/2019,0,0,49,21,76,51,.64,.41,68,28,96,60,6,3,9,8,.66,.37,0,0,11,4,2,0
Pedro Munhoz,Justin Scoggins,11/19/2016,0,0,28,44,79,102,.35,.43,28,44,79,102,0,1,4,1,.0,1,1,0,0,0,0,0
Ray Borg,Casey Kenney,3/30/2019,0,0,17,32,35,52,.48,.61,22,46,40,68,7,2,10,3,.70,.66,0,0,3,4,1,3
Anthony Rocco Martin,Keita Nakamura,4/21/2018,0,0,56,24,133,83,.42,.28,65,26,142,85,0,2,0,5,.0,.40,2,0,1,0,1,0
Jose Maria,Dustin Ortiz,11/ 9/2013,0,0,43,55,80,104,.53,.52,55,103,92,155,2,4,6,7,.33,.57,2,0,1,7,0,0
Viscardi Andrade,Gasan Umalatov,11/ 7/2015,0,0,78,38,183,102,.42,.37,80,40,186,107,0,0,2,1,.0,.0,0,0,0,0,0,0
Aalon Cruz,Spike Carlyle,2/29/2020,0,0,2,20,12,29,.16,.68,2,29,12,38,0,0,1,0,.0,.0,0,0,0,1,0,0
Rani Yahya,Johnny Bedford,9/13/2014,0,0,13,9,28,20,.46,.45,16,19,31,34,3,0,6,0,.50,.0,2,0,3,3,0,0
Ivan Jorge,Josh Shockley,2/22/2015,0,0,25,22,64,72,.39,.30,41,34,81,87,3,0,10,2,.30,.0,1,0,4,1,0,0
Wuliji Buren,Rolando Dy,11/25/2017,0,1,17,26,60,99,.28,.26,37,35,81,109,4,0,11,1,.36,.0,0,0,2,1,0,1
Nordine Taleb,Vik Grujic,4/16/2014,0,0,48,4,75,32,.64,.12,131,44,161,72,4,0,4,1,1,.0,0,0,3,0,0,0
Marcus Brimage,Jimmie Rivera,7/18/2015,0,1,9,15,17,27,.52,.55,9,15,17,27,0,0,0,0,.0,.0,0,0,0,0,0,0
Vanessa Melo,Tracy Cortez,11/16/2019,0,0,40,79,125,140,.32,.56,76,155,161,224,0,2,0,9,.0,.22,0,0,0,1,0,0
Michel Prazeres,Ismail Naurdiev,2/23/2019,0,0,15,63,35,103,.42,.61,25,105,47,157,3,0,13,1,.23,.0,0,1,3,4,1,2
Brett Johns,Tony Gravely,1/25/2020,0,0,36,26,47,44,.76,.59,65,43,80,66,6,5,9,7,.66,.71,3,0,4,2,1,0
Kevin Holland,John Phillips,11/24/2018,0,0,123,51,187,154,.65,.33,164,53,236,156,5,0,6,0,.83,.0,2,0,8,0,0,1
Roxanne Modafferi,Lauren Murphy,6/20/2020,0,0,44,72,174,158,.25,.45,71,92,206,178,0,2,1,3,.0,.66,0,0,0,1,1,0
Ricardo Abreu,Jake Collier,6/ 6/2015,0,0,47,67,151,211,.31,.31,69,84,174,232,3,0,7,0,.42,.0,0,0,1,0,0,0
Manvel Gamburyan,Nik Lentz,5/10/2014,0,0,28,52,52,99,.53,.52,60,90,86,141,1,4,2,16,.50,.25,1,0,0,1,1,0
Deiveson Figueiredo,Jarred Brooks,10/28/2017,0,0,19,30,48,52,.39,.57,22,82,52,112,1,7,4,11,.25,.63,5,0,0,0,0,0
Dennis Bermudez,Te Edwards,1/19/2019,0,1,63,23,122,56,.51,.41,83,24,147,57,5,0,9,0,.55,.0,2,0,8,0,0,0
Joshua Burkman,Alex Morono,2/18/2018,0,1,4,7,13,19,.30,.36,4,7,13,19,0,0,0,0,.0,.0,0,1,0,0,0,0
Felipe Arantes,Josh Emmett,10/21/2017,0,4,43,67,134,211,.32,.31,44,78,136,231,0,1,1,2,.0,.50,0,0,0,1,0,0
Jared Gordon,Michel Quinones,6/25/2017,0,0,67,16,121,78,.55,.20,115,16,182,79,4,0,6,0,.66,.0,0,0,5,0,0,0
Luiz Dutra,Tom Breese,5/30/2015,0,1,21,26,43,42,.48,.61,28,26,52,42,0,0,2,2,.0,.0,0,0,0,1,0,0
Zak Cummings,Ben Alloway,8/28/2013,0,0,5,6,11,9,.45,.66,12,10,19,13,2,0,3,0,.66,.0,1,0,2,0,0,0
Aaron Simpson,Tim McKenzie,4/ 1/2009,1,0,16,1,27,4,.59,.25,27,2,40,5,1,0,1,0,1,.0,0,0,0,0,0,0
Claudio Silva,Cole Williams,8/ 3/2019,0,0,32,2,37,6,.86,.33,32,2,38,6,1,0,1,0,1,.0,1,0,1,0,0,0
Marion Reneau,Ashlee Evans-Smith,2/21/2016,0,0,53,55,140,213,.37,.25,55,57,142,216,1,1,1,2,1,.50,1,0,0,0,0,0
Matt Schnell,Naoki Inoue,6/23/2018,0,0,71,48,183,196,.38,.24,79,64,192,212,0,0,1,1,.0,.0,0,0,0,0,0,0
Kyle Prepolec,Austin Hubbard,9/14/2019,0,0,44,51,122,112,.36,.45,46,136,124,239,0,3,1,5,.0,.60,0,0,0,4,0,0
Claudia Gadelha,Tina Lahdemaki,7/16/2014,0,0,70,29,164,141,.42,.20,132,49,228,170,5,0,6,0,.83,.0,2,0,5,0,0,0
Alan Patrick,Stevie Ray,9/24/2016,0,0,7,2,12,9,.58,.22,60,56,75,65,5,0,8,0,.62,.0,1,1,6,2,0,0
Benito Lopez,Vince Morales,7/13/2019,0,1,54,64,132,147,.40,.43,54,67,132,150,0,0,0,0,.0,.0,0,0,0,0,0,0
Charles Rosa,Kyle Bochniak,1/17/2016,0,1,92,52,232,129,.39,.40,95,53,237,130,1,1,8,5,.12,.20,0,0,0,0,0,0
Marco Beltran,Reginaldo Vieira,7/ 7/2016,1,0,20,20,48,56,.41,.35,31,35,60,72,0,3,0,4,.0,.75,1,0,1,0,0,0
Ray Borg,Gabriel Silva,7/20/2019,0,0,15,8,23,16,.65,.50,23,58,34,76,6,1,9,6,.66,.16,1,0,7,1,1,1
Sam Alvey,Alex Nicholson,11/ 5/2016,0,0,63,82,138,182,.45,.45,65,82,140,182,0,0,2,0,.0,.0,0,0,0,0,0,0
Patrick Cummins,Ed Herman,5/18/2019,0,1,22,11,33,35,.66,.31,22,14,33,38,1,0,2,0,.50,.0,0,0,0,0,0,0
Liz Carmouche,Jennifer Maia,7/14/2018,0,0,53,42,78,104,.67,.40,109,55,135,118,3,0,4,0,.75,.0,0,0,5,0,0,0
Mizuto Hirota,Christos Giagos,12/ 1/2018,0,0,19,31,55,90,.34,.34,47,63,86,131,0,5,0,10,.0,.50,1,0,2,0,0,1
Roldan Sangcha'an,Jon Delos Reyes,5/16/2015,0,1,27,23,54,54,.50,.42,32,36,61,67,2,1,3,1,.66,1,0,3,3,3,0,1
Paige VanZant,Kailin Curran,11/22/2014,0,0,61,28,108,49,.56,.57,167,62,241,89,3,5,6,5,.50,1,3,0,0,4,1,0
Raoni Barcelos,Said Nurmagomedov,12/21/2019,0,0,42,55,100,172,.42,.31,52,77,112,200,2,0,5,2,.40,.0,0,0,4,0,0,0
Eric Shelton,Alex Perez,2/24/2018,0,0,41,29,109,82,.37,.35,72,67,140,123,0,5,2,9,.0,.55,0,0,0,1,0,0
Loma Lookboonmee,Angela Hill,2/22/2020,0,0,53,48,130,126,.40,.38,68,70,156,163,1,1,1,4,1,.25,0,1,0,1,0,0
Will Campuzano,Chris Cariaso,1/22/2011,0,0,62,67,158,173,.39,.38,71,69,171,175,0,0,1,4,.0,.0,0,0,0,0,0,0
Neil Magny,Seth Baczynski,11/ 6/2013,0,0,31,28,65,70,.47,.40,104,46,143,91,2,3,3,11,.66,.27,0,0,0,1,0,0
