,R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,constant_1,label
3568,Steven Siler,Joey Gambino,110.0,-120.0,110.0,83.33333333,2012-06-22,"Atlantic City, New Jersey, USA", USA,Red,False,Featherweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,170.18,178.0,145.0,0.0,2.0,0.0,76.5,0.45,1.5,0.5,0.08,2.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Orthodox,180.34,177.8,145.0,25.0,23.0,0.0,-2.0,-2.0,-2.0,0.0,-6.0,0.0,0.0,0.0,-10.16,0.2,2.0,-0.45,-1.5,-0.5,1.0,1
3569,Nick Catone,Chris Camozzi,-210.0,190.0,47.61904762,190.0,2012-06-22,"Atlantic City, New Jersey, USA", USA,Blue,False,Middleweight,MALE,3.0,0.0,1.0,0.0,41.2,0.496,0.6,0.0,0.0,2.0,2.0,13.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,Orthodox,187.96,193.04,185.0,0.0,2.0,0.0,28.2,0.534,0.6,3.0,0.618,2.0,2.0,13.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,Southpaw,182.88,182.88,185.0,30.0,25.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08,10.16,5.0,-0.038,0.0,-3.0,1.0,0
3570,Matt Brown,Luis Ramos,-155.0,145.0,64.51612903,145.0,2012-06-22,"Atlantic City, New Jersey, USA", USA,Red,False,Welterweight,MALE,3.0,1.0,0.0,0.0,4.0,0.57,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,172.72,183.0,170.0,0.0,2.0,0.0,29.08333333,0.586666667,1.25,1.166666667,0.455,3.0,5.0,27.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,7.0,Orthodox,182.88,190.5,170.0,31.0,31.0,-1.0,-2.0,-3.0,-7.0,4.0,-26.0,0.0,-4.0,-1.0,-10.16,-7.5,0.0,-0.016666667,-1.25,-1.166666667,1.0,1
3571,Dan Miller,Ricardo Funch,-330.0,300.0,30.303030300000003,300.0,2012-06-22,"Atlantic City, New Jersey, USA", USA,Red,False,Welterweight,MALE,3.0,3.0,0.0,0.0,7.666666667,0.62,0.0,0.333333333,0.053333333,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,177.8,193.04,170.0,2.0,0.0,0.0,20.5,0.32,1.1,1.4,0.243,3.0,5.0,25.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,5.0,Orthodox,185.42,187.96,185.0,30.0,31.0,-1.0,0.0,-3.0,-5.0,2.0,-19.0,0.0,0.0,-3.0,-7.62,5.08,-1.0,0.3,-1.1,-1.066666667,1.0,1
3572,Ken Stone,Dustin Pague,140.0,-150.0,140.0,66.66666667,2012-06-22,"Atlantic City, New Jersey, USA", USA,Red,False,Bantamweight,MALE,3.0,0.0,1.0,0.0,4.5,0.48,0.5,0.5,0.5,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,175.26,187.96,135.0,0.0,1.0,0.0,12.5,0.5,0.5,1.0,0.5,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,172.72,180.34,135.0,29.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,7.62,5.0,-0.02,0.0,-0.5,1.0,1
3573,Demetrious Johnson,Ian McCall,-110.0,100.0,90.90909091,100.0,2012-06-08,"Sunrise, Florida, USA", USA,Red,False,Flyweight,MALE,3.0,1.0,0.0,0.0,61.0,0.42,0.0,4.0,0.44,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,165.1,162.56,125.0,2.0,0.0,0.0,47.25,0.4475,0.0,4.0,0.455,2.0,2.0,14.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Orthodox,160.02,167.64,125.0,25.0,28.0,1.0,0.0,-2.0,-2.0,1.0,-11.0,-1.0,0.0,0.0,5.08,-5.08,-3.0,-0.0275,0.0,0.0,1.0,1
3574,Erick Silva,Charlie Brenneman,-185.0,170.0,54.05405405,170.0,2012-06-08,"Sunrise, Florida, USA", USA,Red,False,Welterweight,MALE,3.0,0.0,1.0,0.0,17.33333333,0.578333333,0.0,3.0,0.40833333299999997,2.0,2.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,Orthodox,177.8,182.88,155.0,1.0,0.0,0.0,6.0,0.62,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,182.88,187.96,170.0,27.0,31.0,1.0,1.0,1.0,3.0,-1.0,13.0,0.0,-1.0,0.0,-5.08,-5.08,-4.0,-0.041666667000000004,0.0,3.0,1.0,1
3575,Mike Pyle,Josh Neer,-190.0,175.0,52.63157895,175.0,2012-06-08,"Sunrise, Florida, USA", USA,Red,False,Welterweight,MALE,3.0,0.0,2.0,0.0,32.58333333,0.384166667,1.083333333,0.833333333,0.2425,2.0,6.0,28.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,Orthodox,180.34,182.88,170.0,0.0,1.0,0.0,20.375,0.3925,1.0,1.25,0.1925,3.0,3.0,17.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,Orthodox,182.88,187.96,170.0,36.0,29.0,0.0,1.0,-1.0,1.0,-3.0,11.0,0.0,0.0,1.0,-2.54,-5.08,7.0,-0.008333333,0.083333333,-0.41666666700000005,1.0,1
3576,Eddie Wineland,Scott Jorgensen,150.0,-160.0,150.0,62.5,2012-06-08,"Sunrise, Florida, USA", USA,Red,False,Bantamweight,MALE,3.0,1.0,0.0,0.0,43.33333333,0.42666666700000005,0.0,2.0,0.666666667,2.0,1.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Orthodox,165.1,167.64,135.0,2.0,0.0,0.0,17.5,0.24,0.0,0.5,0.165,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,170.18,175.26,135.0,27.0,29.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,-5.08,-7.62,-2.0,0.18666666699999998,0.0,1.5,1.0,1
3577,Mike Pierce,Carlos Eduardo Rocha,-230.0,190.0,43.47826087,190.0,2012-06-08,"Sunrise, Florida, USA", USA,Red,False,Welterweight,MALE,3.0,1.0,0.0,0.0,11.5,0.385,1.5,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,177.8,177.8,170.0,1.0,0.0,0.0,40.375,0.46375,0.375,2.625,0.40625,3.0,3.0,23.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,5.0,Orthodox,172.72,177.8,170.0,31.0,30.0,0.0,0.0,-2.0,-4.0,2.0,-19.0,0.0,-1.0,0.0,5.08,0.0,1.0,-0.07875,1.125,-2.625,1.0,1
3578,Seth Baczynski,Lance Benoist,-105.0,-105.0,95.23809524,95.23809524,2012-06-08,"Sunrise, Florida, USA", USA,Red,False,Welterweight,MALE,3.0,0.0,1.0,0.0,39.0,0.59,0.0,1.0,0.33,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Southpaw,180.34,185.42,170.0,0.0,2.0,0.0,26.66666667,0.40666666700000004,1.6666666669999999,0.333333333,0.066666667,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Orthodox,190.5,187.96,170.0,30.0,23.0,0.0,-1.0,-1.0,-1.0,1.0,-4.0,0.0,0.0,-2.0,-10.16,-2.54,7.0,0.18333333300000001,-1.6666666669999999,0.666666667,1.0,1
3579,Leonard Garcia,Matt Grice,-125.0,115.0,80.0,115.0,2012-06-08,"Sunrise, Florida, USA", USA,Blue,False,Featherweight,MALE,3.0,3.0,0.0,0.0,21.8,0.516,0.2,0.8,0.4,1.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Orthodox,172.72,177.8,145.0,2.0,0.0,0.0,38.0,0.355,0.5,0.333333333,0.11,1.0,4.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,Orthodox,177.8,175.26,145.0,32.0,30.0,-1.0,0.0,0.0,-1.0,0.0,-8.0,0.0,0.0,-1.0,-5.08,2.54,2.0,0.161,-0.3,0.46666666700000003,1.0,0
3580,Dustin Pague,Jared Papazian,150.0,-160.0,150.0,62.5,2012-06-08,"Sunrise, Florida, USA", USA,Red,False,Bantamweight,MALE,3.0,1.0,0.0,0.0,68.0,0.4,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,172.72,170.18,135.0,1.0,0.0,0.0,3.0,0.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,187.96,135.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-2.54,-17.78,0.0,0.1,0.0,0.0,1.0,1
3581,Tim Means,Justin Salas,-130.0,120.0,76.92307692,120.0,2012-06-08,"Sunrise, Florida, USA", USA,Red,False,Lightweight,MALE,3.0,0.0,1.0,0.0,50.0,0.45,0.0,4.0,0.26,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Southpaw,172.72,177.8,155.0,0.0,1.0,0.0,83.0,0.48,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,187.96,190.5,170.0,28.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.24,-12.7,-2.0,-0.03,0.0,4.0,1.0,1
3582,Buddy Roberts,Caio Magalhaes,-130.0,120.0,76.92307692,120.0,2012-06-08,"Sunrise, Florida, USA", USA,Red,False,Middleweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,185.42,185.42,185.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,187.96,193.0,185.0,29.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.54,-7.58,5.0,0.0,0.0,0.0,1.0,1
3583,Henry Martinez,Bernardo Magalhaes,-230.0,210.0,43.47826087,210.0,2012-06-08,"Sunrise, Florida, USA", USA,Red,False,Lightweight,MALE,3.0,1.0,0.0,0.0,28.0,0.41,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,165.1,155.0,1.0,0.0,0.0,67.0,0.39,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,170.18,172.72,155.0,28.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08,-7.62,-3.0,0.02,0.0,0.0,1.0,1
3584,Jake Hecht,Sean Pierson,-155.0,145.0,64.51612903,145.0,2012-06-08,"Sunrise, Florida, USA", USA,Blue,False,Welterweight,MALE,3.0,2.0,0.0,0.0,49.0,0.303333333,0.333333333,0.333333333,0.11,1.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Southpaw,182.88,193.04,170.0,1.0,0.0,0.0,17.5,0.55,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,182.88,193.04,170.0,28.0,36.0,-1.0,0.0,0.0,0.0,-1.0,4.0,0.0,-1.0,0.0,0.0,0.0,-8.0,-0.246666667,0.333333333,0.333333333,1.0,0
3585,Jake Ellenberger,Martin Kampmann,-178.0,167.0,56.17977528,167.0,2012-06-01,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,5.0,0.0,2.0,0.0,31.85714286,0.43785714299999995,1.5,0.9285714290000001,0.342857143,4.0,4.0,29.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,10.0,Orthodox,182.88,182.88,170.0,0.0,6.0,0.0,26.57142857,0.46571428600000003,0.428571429,2.285714286,0.615714286,6.0,1.0,16.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,6.0,Orthodox,175.26,180.34,170.0,27.0,30.0,0.0,-4.0,-2.0,4.0,-3.0,13.0,0.0,-3.0,5.0,7.62,2.54,-3.0,-0.027857142999999997,1.071428571,-1.357142857,1.0,0
3586,Michael Chiesa,Al Iaquinta,240.0,-260.0,240.0,38.46153846,2012-06-01,"Las Vegas, Nevada, USA", USA,Red,True,Lightweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,177.8,155.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,185.42,190.5,170.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.62,-12.7,-1.0,0.0,0.0,0.0,1.0,1
3587,Jonathan Brookins,Charles Oliveira,185.0,-200.0,185.0,50.0,2012-06-01,"Las Vegas, Nevada, USA", USA,Blue,False,Featherweight,MALE,3.0,0.0,1.0,0.0,15.0,0.518333333,1.333333333,0.666666667,0.286666667,2.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,Orthodox,177.8,187.96,155.0,0.0,1.0,0.0,24.33333333,0.496666667,0.0,1.6666666669999999,0.42666666700000005,1.0,1.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Southpaw,182.88,185.42,145.0,26.0,22.0,0.0,0.0,1.0,1.0,-2.0,2.0,-1.0,-1.0,3.0,-5.08,2.54,4.0,0.021666666,1.333333333,-1.0,1.0,0
3588,Max Holloway,Pat Schilling,-140.0,130.0,71.42857143,130.0,2012-06-01,"Las Vegas, Nevada, USA", USA,Red,False,Featherweight,MALE,3.0,1.0,0.0,0.0,4.0,0.57,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,172.72,175.26,145.0,1.0,0.0,0.0,11.0,0.34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,180.34,175.26,155.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.62,0.0,-3.0,0.23,0.0,0.0,1.0,1
3589,Justin Lawrence,John Cofer,-345.0,315.0,28.98550725,315.0,2012-06-01,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,175.26,185.42,155.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,172.72,170.18,145.0,22.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,15.24,-6.0,0.0,0.0,0.0,1.0,1
3590,Daron Cruickshank,Chris Tickle,-174.0,164.0,57.47126437,164.0,2012-06-01,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,178.0,155.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,172.72,182.88,155.0,26.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,-4.88,-4.0,0.0,0.0,0.0,1.0,1
3591,Myles Jury,Chris Saunders,-310.0,280.0,32.25806452,280.0,2012-06-01,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,172.72,175.0,155.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,185.42,145.0,23.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.08,-10.42,-3.0,0.0,0.0,0.0,1.0,1
3592,Cristiano Marcello,Sam Sicilia,177.0,-192.0,177.0,52.08333333,2012-06-01,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,172.72,170.18,145.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,182.88,155.0,34.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.54,-12.7,8.0,0.0,0.0,0.0,1.0,0
3593,Joe Proctor,Jeremy Larsen,-280.0,255.0,35.71428571,255.0,2012-06-01,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,177.8,145.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,182.88,155.0,26.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.08,-2.0,0.0,0.0,0.0,1.0,1
3594,John Albert,Erik Perez,-185.0,170.0,54.05405405,170.0,2012-06-01,"Las Vegas, Nevada, USA", USA,Blue,False,Bantamweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,172.72,172.72,135.0,1.0,0.0,0.0,26.0,0.585,1.5,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,172.72,172.72,135.0,25.0,22.0,1.0,0.0,-1.0,-1.0,1.0,-2.0,0.0,-1.0,0.0,0.0,0.0,3.0,-0.585,-1.5,0.0,1.0,0
3595,Junior Dos Santos,Frank Mir,-475.0,420.0,21.05263158,420.0,2012-05-26,"Las Vegas, Nevada, USA", USA,Red,True,Heavyweight,MALE,5.0,0.0,3.0,0.0,12.36842105,0.518947368,1.052631579,1.0,0.343157895,4.0,5.0,28.0,4.0,0.0,0.0,2.0,3.0,8.0,0.0,14.0,Southpaw,190.5,200.66,264.0,0.0,8.0,0.0,43.625,0.53125,0.0,0.375,0.1875,8.0,0.0,14.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,8.0,Orthodox,193.04,195.58,238.0,28.0,33.0,0.0,-5.0,-4.0,6.0,-5.0,14.0,3.0,-3.0,8.0,-2.54,5.08,-5.0,-0.012302631999999999,1.052631579,0.625,1.0,1
3596,Cain Velasquez,Antonio Silva,-400.0,355.0,25.0,355.0,2012-05-26,"Las Vegas, Nevada, USA", USA,Red,False,Heavyweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,193.04,203.2,264.0,1.0,0.0,0.0,37.5,0.60625,0.25,1.875,0.43125,7.0,1.0,12.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,7.0,Orthodox,185.42,195.58,240.0,29.0,32.0,1.0,0.0,-7.0,-7.0,1.0,-12.0,-2.0,-6.0,0.0,7.62,7.62,-3.0,-0.60625,-0.25,-1.875,1.0,1
3597,Roy Nelson,Dave Herman,-162.0,152.0,61.72839506,152.0,2012-05-26,"Las Vegas, Nevada, USA", USA,Red,False,Heavyweight,MALE,3.0,1.0,0.0,0.0,53.0,0.625,0.0,0.5,0.5,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,193.04,193.04,242.0,1.0,0.0,0.0,22.66666667,0.40166666700000003,0.166666667,0.5,0.25,2.0,3.0,14.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Orthodox,182.88,182.88,263.0,35.0,27.0,0.0,0.0,-1.0,-2.0,2.0,-10.0,-1.0,-2.0,0.0,10.16,10.16,8.0,0.223333333,-0.166666667,0.0,1.0,1
3598,Stipe Miocic,Shane del Rosario,-170.0,150.0,58.82352941,150.0,2012-05-26,"Las Vegas, Nevada, USA", USA,Red,False,Heavyweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,193.04,200.66,250.0,0.0,2.0,0.0,38.0,0.47,0.0,2.0,0.285,2.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Orthodox,193.04,203.2,240.0,29.0,28.0,0.0,-2.0,-2.0,-2.0,0.0,-4.0,0.0,-1.0,0.0,0.0,-2.54,1.0,-0.47,0.0,-2.0,1.0,1
3599,Stefan Struve,Lavar Johnson,-130.0,120.0,76.92307692,120.0,2012-05-26,"Las Vegas, Nevada, USA", USA,Red,False,Heavyweight,MALE,3.0,0.0,2.0,0.0,52.0,0.62,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Orthodox,193.04,208.28,240.0,0.0,2.0,0.0,18.2,0.479,1.7,0.3,0.3,3.0,3.0,16.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,7.0,Orthodox,210.82,213.36,265.0,24.0,34.0,0.0,0.0,-1.0,-5.0,3.0,-14.0,0.0,-1.0,-3.0,-17.78,-5.08,-10.0,0.141,-1.7,-0.3,1.0,1
3600,Diego Brandao,Darren Elkins,-260.0,240.0,38.46153846,240.0,2012-05-26,"Las Vegas, Nevada, USA", USA,Blue,False,Featherweight,MALE,3.0,0.0,2.0,0.0,26.25,0.205,0.75,1.0,0.4775,2.0,1.0,8.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,Orthodox,177.8,180.34,145.0,0.0,1.0,0.0,19.0,0.48,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,170.18,172.72,145.0,24.0,28.0,0.0,1.0,1.0,2.0,-1.0,7.0,-1.0,1.0,-1.0,7.62,7.62,-4.0,-0.275,-0.25,0.0,1.0,0
3601,Edson Barboza,Jamie Varner,-540.0,460.0,18.51851852,460.0,2012-05-26,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3.0,0.0,1.0,0.0,12.5,0.345,1.0,5.0,0.8,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,172.72,182.88,155.0,0.0,4.0,0.0,47.75,0.39,0.0,1.0,0.5,4.0,0.0,12.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,Orthodox,180.34,190.5,155.0,26.0,27.0,0.0,-3.0,-3.0,-3.0,-1.0,-8.0,0.0,-2.0,1.0,-7.62,-7.62,-1.0,-0.045,1.0,4.0,1.0,0
3602,Jason Miller,CB Dollaway,-155.0,145.0,64.51612903,145.0,2012-05-26,"Las Vegas, Nevada, USA", USA,Blue,False,Middleweight,MALE,3.0,2.0,0.0,0.0,11.0,0.433333333,0.8888888890000001,1.888888889,0.525555556,3.0,4.0,14.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,Orthodox,187.96,193.04,185.0,2.0,0.0,0.0,21.5,0.305,0.0,1.0,0.125,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,185.42,182.88,185.0,31.0,28.0,0.0,0.0,3.0,5.0,-2.0,8.0,1.0,1.0,2.0,2.54,10.16,3.0,0.128333333,0.8888888890000001,0.8888888890000001,1.0,0
3603,Dan Hardy,Duane Ludwig,-130.0,120.0,76.92307692,120.0,2012-05-26,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3.0,1.0,0.0,0.0,41.14285714,0.46285714299999997,0.0,0.14285714300000002,0.071428571,2.0,3.0,13.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,Orthodox,177.8,177.8,170.0,4.0,0.0,0.0,27.625,0.3,0.375,0.375,0.21875,4.0,4.0,22.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,Orthodox,182.88,187.96,170.0,30.0,33.0,3.0,0.0,-2.0,0.0,1.0,-9.0,-1.0,0.0,0.0,-5.08,-10.16,-3.0,0.162857143,-0.375,-0.23214285699999998,1.0,1
3604,Jacob Volkmann,Paul Sass,-190.0,175.0,52.63157895,175.0,2012-05-26,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3.0,0.0,2.0,0.0,2.0,0.31,3.5,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Orthodox,182.88,185.42,155.0,0.0,5.0,0.0,16.85714286,0.38,1.857142857,2.714285714,0.48,5.0,2.0,19.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,5.0,Southpaw,175.26,180.34,155.0,31.0,23.0,0.0,-3.0,-3.0,-3.0,2.0,-17.0,0.0,0.0,2.0,7.62,5.08,8.0,-0.07,1.642857143,-2.714285714,1.0,0
