R_fighter,B_fighter,R_odds,B_odds,date,location,country,Winner,title_bout,weight_class,gender
Alistair Overeem,Curtis Blaydes,170,-200,6/9/2018,"Chicago, Illinois, USA", USA,Blue,FALSE,Heavyweight,MALE
Claudia Gadelha,Carla Esparza,-270,230,6/9/2018,"Chicago, Illinois, USA", USA,Red,FALSE,Women's Strawweight,FEMALE
Ricardo Lamas,Mirsad Bektic,205,-245,6/9/2018,"Chicago, Illinois, USA", USA,Blue,FALSE,Featherweight,MALE
Rashad Coulter,Chris de la Rocha,-115,-105,6/9/2018,"Chicago, Illinois, USA", USA,Blue,FALSE,Heavyweight,MALE
Rashad Evans,Anthony Smith,188,-205,6/9/2018,"Chicago, Illinois, USA", USA,Blue,FALSE,Light Heavyweight,MALE
Joseph Benavidez,Sergio Pettis,-200,170,6/9/2018,"Chicago, Illinois, USA", USA,Blue,FALSE,Flyweight,MALE
Clay Guida,Charles Oliveira,120,-140,6/9/2018,"Chicago, Illinois, USA", USA,Blue,FALSE,Lightweight,MALE
Mike Santiago,Dan Ige,-110,-110,6/9/2018,"Chicago, Illinois, USA", USA,Blue,FALSE,Featherweight,MALE
Jimmie Rivera,Marlon Moraes,-120,100,6/1/2018,"Utica, New York, USA", USA,Blue,FALSE,Bantamweight,MALE
Gregor Gillespie,Vinc Pichel,-400,325,6/1/2018,"Utica, New York, USA", USA,Red,FALSE,Lightweight,MALE
Walt Harris,Daniel Spitz,-220,180,6/1/2018,"Utica, New York, USA", USA,Red,FALSE,Heavyweight,MALE
Jake Ellenberger,Ben Saunders,-160,140,6/1/2018,"Utica, New York, USA", USA,Blue,FALSE,Welterweight,MALE
Julio Arce,Daniel Teymur,-185,160,6/1/2018,"Utica, New York, USA", USA,Red,FALSE,Featherweight,MALE
Gian Villante,Sam Alvey,135,-155,6/1/2018,"Utica, New York, USA", USA,Blue,FALSE,Light Heavyweight,MALE
Sijara Eubanks,Lauren Murphy,-210,175,6/1/2018,"Utica, New York, USA", USA,Red,FALSE,Women's Flyweight,FEMALE
Nik Lentz,David Teymur,250,-300,6/1/2018,"Utica, New York, USA", USA,Blue,FALSE,Lightweight,MALE
Belal Muhammad,Chance Rencountre,-450,360,6/1/2018,"Utica, New York, USA", USA,Red,FALSE,Welterweight,MALE
Desmond Green,Gleison Tibau,-1200,600,6/1/2018,"Utica, New York, USA", USA,Red,FALSE,Lightweight,MALE
Johnny Eduardo,Nathaniel Wood,205,-245,6/1/2018,"Utica, New York, USA", USA,Blue,FALSE,Bantamweight,MALE
Jarred Brooks,Jose Torres,125,-145,6/1/2018,"Utica, New York, USA", USA,Blue,FALSE,Flyweight,MALE
Stephen Thompson,Darren Till,-150,130,5/27/2018,"Liverpool, England, United Kingdom", United Kingdom,Blue,FALSE,Welterweight,MALE
Neil Magny,Craig White,-750,525,5/27/2018,"Liverpool, England, United Kingdom", United Kingdom,Red,FALSE,Welterweight,MALE
Arnold Allen,Mads Burnell,-245,205,5/27/2018,"Liverpool, England, United Kingdom", United Kingdom,Red,FALSE,Featherweight,MALE
Jason Knight,Makwan Amirkhani,-170,150,5/27/2018,"Liverpool, England, United Kingdom", United Kingdom,Blue,FALSE,Featherweight,MALE
Claudio Silva,Nordine Taleb,325,-400,5/27/2018,"Liverpool, England, United Kingdom", United Kingdom,Red,FALSE,Welterweight,MALE
Eric Spicely,Darren Stewart,-160,140,5/27/2018,"Liverpool, England, United Kingdom", United Kingdom,Blue,FALSE,Middleweight,MALE
Daniel Kelly,Tom Breese,315,-380,5/27/2018,"Liverpool, England, United Kingdom", United Kingdom,Blue,FALSE,Middleweight,MALE
Lina Lansberg,Gina Mazany,140,-160,5/27/2018,"Liverpool, England, United Kingdom", United Kingdom,Red,FALSE,Women's Bantamweight,FEMALE
Bradley Scott,Carlo Pedersoli,120,-140,5/27/2018,"Liverpool, England, United Kingdom", United Kingdom,Blue,FALSE,Welterweight,MALE
Gillian Robertson,Molly McCann,135,-155,5/27/2018,"Liverpool, England, United Kingdom", United Kingdom,Red,FALSE,Women's Flyweight,FEMALE
Elias Theodorou,Trevor Smith,-390,320,5/27/2018,"Liverpool, England, United Kingdom", United Kingdom,Red,FALSE,Middleweight,MALE
Demian Maia,Kamaru Usman,415,-525,5/19/2018,"Santiago, Chile", Chile,Blue,FALSE,Welterweight,MALE
Alexa Grasso,Tatiana Suarez,425,-550,5/19/2018,"Santiago, Chile", Chile,Blue,FALSE,Women's Strawweight,FEMALE
Jared Cannonier,Dominick Reyes,180,-220,5/19/2018,"Santiago, Chile", Chile,Blue,FALSE,Light Heavyweight,MALE
Diego Rivas,Guido Cannetti,-175,155,5/19/2018,"Santiago, Chile", Chile,Blue,FALSE,Bantamweight,MALE
Veronica Macedo,Andrea Lee,280,-340,5/19/2018,"Santiago, Chile", Chile,Blue,FALSE,Women's Flyweight,FEMALE
Vicente Luque,Chad Laprise,-235,195,5/19/2018,"Santiago, Chile", Chile,Red,FALSE,Welterweight,MALE
Zak Cummings,Michel Prazeres,-190,165,5/19/2018,"Santiago, Chile", Chile,Blue,FALSE,Welterweight,MALE
Brandon Moreno,Alexandre Pantoja,-110,-110,5/19/2018,"Santiago, Chile", Chile,Blue,FALSE,Flyweight,MALE
Poliana Botelho,Syuri Kondo,-174,164,5/19/2018,"Santiago, Chile", Chile,Red,FALSE,Women's Strawweight,FEMALE
Gabriel Benitez,Humberto Bandenay,-155,145,5/19/2018,"Santiago, Chile", Chile,Red,FALSE,Featherweight,MALE
Enrique Barzola,Brandon Davis,-235,195,5/19/2018,"Santiago, Chile", Chile,Red,FALSE,Featherweight,MALE
Henry Briones,Frankie Saenz,280,-340,5/19/2018,"Santiago, Chile", Chile,Blue,FALSE,Bantamweight,MALE
Claudio Puelles,Felipe Silva,265,-325,5/19/2018,"Santiago, Chile", Chile,Red,FALSE,Lightweight,MALE
Amanda Nunes,Raquel Pennington,-700,500,5/12/2018,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Red,TRUE,Women's Bantamweight,FEMALE
Jacare Souza,Kelvin Gastelum,-115,-105,5/12/2018,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Blue,FALSE,Middleweight,MALE
Mackenzie Dern,Amanda Cooper,-260,220,5/12/2018,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Red,FALSE,Women's Strawweight,FEMALE
John Lineker,Brian Kelleher,-265,225,5/12/2018,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Red,FALSE,Bantamweight,MALE
Vitor Belfort,Lyoto Machida,165,-190,5/12/2018,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Blue,FALSE,Middleweight,MALE
Cezar Ferreira,Karl Roberson,-150,130,5/12/2018,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Red,FALSE,Middleweight,MALE
Aleksei Oleinik,Junior Albini,135,-145,5/12/2018,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Red,FALSE,Heavyweight,MALE
Davi Ramos,Nick Hein,-185,160,5/12/2018,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Red,FALSE,Lightweight,MALE
Elizeu Zaleski dos Santos,Sean Strickland,100,-120,5/12/2018,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Red,FALSE,Welterweight,MALE
Warlley Alves,Sultan Aliev,-280,240,5/12/2018,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Red,FALSE,Welterweight,MALE
Thales Leites,Jack Hermansson,110,-130,5/12/2018,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Blue,FALSE,Middleweight,MALE
Alberto Mina,Ramazan Emeev,150,-170,5/12/2018,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Blue,FALSE,Welterweight,MALE
Markus Perez,James Bochnovic,-300,250,5/12/2018,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Red,FALSE,Middleweight,MALE
Edson Barboza,Kevin Lee,145,-165,4/21/2018,"Atlantic City, New Jersey, USA", USA,Blue,FALSE,Lightweight,MALE
Frankie Edgar,Cub Swanson,-275,235,4/21/2018,"Atlantic City, New Jersey, USA", USA,Red,FALSE,Featherweight,MALE
Justin Willis,Chase Sherman,-290,245,4/21/2018,"Atlantic City, New Jersey, USA", USA,Red,FALSE,Heavyweight,MALE
David Branch,Thiago Santos,140,-160,4/21/2018,"Atlantic City, New Jersey, USA", USA,Red,FALSE,Middleweight,MALE
Aljamain Sterling,Brett Johns,-115,-105,4/21/2018,"Atlantic City, New Jersey, USA", USA,Red,FALSE,Bantamweight,MALE
Jim Miller,Dan Hooker,250,-300,4/21/2018,"Atlantic City, New Jersey, USA", USA,Blue,FALSE,Lightweight,MALE
Ryan LaFlare,Alex Garcia,-150,130,4/21/2018,"Atlantic City, New Jersey, USA", USA,Red,FALSE,Welterweight,MALE
Merab Dvalishvili,Ricky Simon,-110,-110,4/21/2018,"Atlantic City, New Jersey, USA", USA,Blue,FALSE,Bantamweight,MALE
Siyar Bahadurzada,Luan Chagas,150,-170,4/21/2018,"Atlantic City, New Jersey, USA", USA,Red,FALSE,Welterweight,MALE
Corey Anderson,Patrick Cummins,-165,145,4/21/2018,"Atlantic City, New Jersey, USA", USA,Red,FALSE,Light Heavyweight,MALE
Anthony Rocco Martin,Keita Nakamura,-200,170,4/21/2018,"Atlantic City, New Jersey, USA", USA,Red,FALSE,Welterweight,MALE
Dustin Poirier,Justin Gaethje,-125,105,4/14/2018,"Glendale, Arizona, USA", USA,Red,FALSE,Lightweight,MALE
Carlos Condit,Alex Oliveira,155,-175,4/14/2018,"Glendale, Arizona, USA", USA,Blue,FALSE,Welterweight,MALE
Israel Adesanya,Marvin Vettori,-245,205,4/14/2018,"Glendale, Arizona, USA", USA,Red,FALSE,Middleweight,MALE
Michelle Waterson,Cortney Casey,145,-165,4/14/2018,"Glendale, Arizona, USA", USA,Red,FALSE,Women's Strawweight,FEMALE
Tim Boetsch,Antonio Carlos Junior,220,-260,4/14/2018,"Glendale, Arizona, USA", USA,Blue,FALSE,Middleweight,MALE
Muslim Salikhov,Ricky Rainey,-210,175,4/14/2018,"Glendale, Arizona, USA", USA,Red,FALSE,Welterweight,MALE
Wilson Reis,John Moraga,-120,100,4/14/2018,"Glendale, Arizona, USA", USA,Blue,FALSE,Flyweight,MALE
Krzysztof Jotko,Brad Tavares,-130,110,4/14/2018,"Glendale, Arizona, USA", USA,Blue,FALSE,Middleweight,MALE
Gilbert Burns,Dan Moret,-640,470,4/14/2018,"Glendale, Arizona, USA", USA,Red,FALSE,Lightweight,MALE
Shana Dobson,Lauren Mueller,140,-160,4/14/2018,"Glendale, Arizona, USA", USA,Blue,FALSE,Women's Flyweight,FEMALE
Dhiego Lima,Yushin Okami,105,-125,4/14/2018,"Glendale, Arizona, USA", USA,Blue,FALSE,Welterweight,MALE
Arjan Bhullar,Adam Wieczorek,-325,265,4/14/2018,"Glendale, Arizona, USA", USA,Blue,FALSE,Heavyweight,MALE
Matthew Lopez,Alejandro Perez,-110,-110,4/14/2018,"Glendale, Arizona, USA", USA,Blue,FALSE,Bantamweight,MALE
Luke Sanders,Patrick Williams,-430,345,4/14/2018,"Glendale, Arizona, USA", USA,Red,FALSE,Bantamweight,MALE
Khabib Nurmagomedov,Al Iaquinta,-640,470,4/7/2018,"Brooklyn, New York, USA", USA,Red,TRUE,Lightweight,MALE
Rose Namajunas,Joanna Jedrzejczyk,-110,-110,4/7/2018,"Brooklyn, New York, USA", USA,Red,TRUE,Women's Strawweight,FEMALE
Renato Moicano,Calvin Kattar,-115,-105,4/7/2018,"Brooklyn, New York, USA", USA,Red,FALSE,Featherweight,MALE
Zabit Magomedsharipov,Kyle Bochniak,-700,500,4/7/2018,"Brooklyn, New York, USA", USA,Red,FALSE,Featherweight,MALE
Joe Lauzon,Chris Gruetzemacher,-145,125,4/7/2018,"Brooklyn, New York, USA", USA,Blue,FALSE,Lightweight,MALE
Karolina Kowalkiewicz,Felice Herrig,-190,165,4/7/2018,"Brooklyn, New York, USA", USA,Red,FALSE,Women's Strawweight,FEMALE
Evan Dunham,Olivier Aubin-Mercier,-140,120,4/7/2018,"Brooklyn, New York, USA", USA,Blue,FALSE,Lightweight,MALE
Bec Rawlings,Ashlee Evans-Smith,170,-200,4/7/2018,"Brooklyn, New York, USA", USA,Blue,FALSE,Women's Flyweight,FEMALE
Devin Clark,Mike Rodriguez,-105,-115,4/7/2018,"Brooklyn, New York, USA", USA,Red,FALSE,Light Heavyweight,MALE
Fabricio Werdum,Alexander Volkov,-210,175,3/17/2018,"London, England, United Kingdom", United Kingdom,Blue,FALSE,Heavyweight,MALE
Jimi Manuwa,Jan Blachowicz,-150,130,3/17/2018,"London, England, United Kingdom", United Kingdom,Blue,FALSE,Light Heavyweight,MALE
Tom Duquesnoy,Terrion Ware,-430,345,3/17/2018,"London, England, United Kingdom", United Kingdom,Red,FALSE,Bantamweight,MALE
Leon Edwards,Peter Sobotta,-190,165,3/17/2018,"London, England, United Kingdom", United Kingdom,Red,FALSE,Welterweight,MALE
John Phillips,Charles Byrd,-115,-105,3/17/2018,"London, England, United Kingdom", United Kingdom,Blue,FALSE,Middleweight,MALE
Danny Roberts,Oliver Enkamp,-130,110,3/17/2018,"London, England, United Kingdom", United Kingdom,Red,FALSE,Welterweight,MALE
Danny Henry,Hakeem Dawodu,240,-260,3/17/2018,"London, England, United Kingdom", United Kingdom,Red,FALSE,Featherweight,MALE
Paul Craig,Magomed Ankalaev,550,-800,3/17/2018,"London, England, United Kingdom", United Kingdom,Red,FALSE,Light Heavyweight,MALE
Stevie Ray,Kajan Johnson,-210,175,3/17/2018,"London, England, United Kingdom", United Kingdom,Blue,FALSE,Lightweight,MALE
Mark Godbeer,Dmitry Sosnovskiy,220,-260,3/17/2018,"London, England, United Kingdom", United Kingdom,Blue,FALSE,Heavyweight,MALE
Cris Cyborg,Yana Kunitskaya,-1000,650,3/3/2018,"Las Vegas, Nevada, USA", USA,Red,TRUE,Women's Featherweight,FEMALE
Frankie Edgar,Brian Ortega,-155,135,3/3/2018,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Featherweight,MALE
Sean O'Malley,Andre Soukhamthath,-145,125,3/3/2018,"Las Vegas, Nevada, USA", USA,Red,FALSE,Bantamweight,MALE
Stefan Struve,Andrei Arlovski,-185,160,3/3/2018,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Heavyweight,MALE
Cat Zingano,Ketlen Vieira,175,-210,3/3/2018,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Women's Bantamweight,FEMALE
Ashley Yoder,Mackenzie Dern,390,-490,3/3/2018,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Women's Strawweight,FEMALE
Beneil Dariush,Alexander Hernandez,-420,335,3/3/2018,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE
John Dodson,Pedro Munhoz,-160,140,3/3/2018,"Las Vegas, Nevada, USA", USA,Red,FALSE,Bantamweight,MALE
CB Dollaway,Hector Lombard,-110,-110,3/3/2018,"Las Vegas, Nevada, USA", USA,Red,FALSE,Middleweight,MALE
Mike Pyle,Zak Ottow,270,-330,3/3/2018,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Welterweight,MALE
Bryan Caraway,Cody Stamann,-105,-115,3/3/2018,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Bantamweight,MALE
Jordan Johnson,Adam Milstead,-255,215,3/3/2018,"Las Vegas, Nevada, USA", USA,Red,FALSE,Light Heavyweight,MALE
Josh Emmett,Jeremy Stephens,110,-130,2/24/2018,"Orlando, Florida, USA", USA,Blue,FALSE,Featherweight,MALE
Jessica Andrade,Tecia Torres,-250,210,2/24/2018,"Orlando, Florida, USA", USA,Red,FALSE,Women's Strawweight,FEMALE
Ovince Saint Preux,Ilir Latifi,-165,145,2/24/2018,"Orlando, Florida, USA", USA,Blue,FALSE,Light Heavyweight,MALE
Mike Perry,Max Griffin,-300,250,2/24/2018,"Orlando, Florida, USA", USA,Blue,FALSE,Welterweight,MALE
Renan Barao,Brian Kelleher,-165,145,2/24/2018,"Orlando, Florida, USA", USA,Blue,FALSE,Bantamweight,MALE
Sara McMann,Marion Reneau,-190,165,2/24/2018,"Orlando, Florida, USA", USA,Blue,FALSE,Women's Bantamweight,FEMALE
Maryna Moroz,Angela Hill,130,-150,2/24/2018,"Orlando, Florida, USA", USA,Blue,FALSE,Women's Strawweight,FEMALE
Ben Saunders,Alan Jouban,210,-250,2/24/2018,"Orlando, Florida, USA", USA,Blue,FALSE,Welterweight,MALE
Sam Alvey,Marcin Prachnio,180,-220,2/24/2018,"Orlando, Florida, USA", USA,Red,FALSE,Light Heavyweight,MALE
Rani Yahya,Russell Doane,-220,180,2/24/2018,"Orlando, Florida, USA", USA,Red,FALSE,Bantamweight,MALE
Eric Shelton,Alex Perez,-140,120,2/24/2018,"Orlando, Florida, USA", USA,Blue,FALSE,Flyweight,MALE
Albert Morales,Manny Bermudez,155,-175,2/24/2018,"Orlando, Florida, USA", USA,Blue,FALSE,Bantamweight,MALE
Donald Cerrone,Yancy Medeiros,100,-120,2/18/2018,"Austin, Texas, USA", USA,Red,FALSE,Welterweight,MALE
Derrick Lewis,Marcin Tybura,-110,-110,2/18/2018,"Austin, Texas, USA", USA,Red,FALSE,Heavyweight,MALE
James Vick,Francisco Trinaldo,-210,175,2/18/2018,"Austin, Texas, USA", USA,Red,FALSE,Lightweight,MALE
Thiago Alves,Curtis Millender,-150,130,2/18/2018,"Austin, Texas, USA", USA,Blue,FALSE,Welterweight,MALE
Steven Peterson,Brandon Davis,130,-150,2/18/2018,"Austin, Texas, USA", USA,Blue,FALSE,Featherweight,MALE
Sage Northcutt,Thibault Gouti,-375,313,2/18/2018,"Austin, Texas, USA", USA,Red,FALSE,Lightweight,MALE
Jared Gordon,Diego Ferreira,-175,155,2/18/2018,"Austin, Texas, USA", USA,Blue,FALSE,Lightweight,MALE
Geoff Neal,Brian Camozzi,-210,175,2/18/2018,"Austin, Texas, USA", USA,Red,FALSE,Welterweight,MALE
Roberto Sanchez,Joby Sanchez,135,-145,2/18/2018,"Austin, Texas, USA", USA,Red,FALSE,Flyweight,MALE
Sarah Moras,Lucie Pudilova,130,-150,2/18/2018,"Austin, Texas, USA", USA,Blue,FALSE,Women's Bantamweight,FEMALE
Joshua Burkman,Alex Morono,300,-360,2/18/2018,"Austin, Texas, USA", USA,Blue,FALSE,Welterweight,MALE
Oskar Piechota,Tim Williams,-340,280,2/18/2018,"Austin, Texas, USA", USA,Red,FALSE,Middleweight,MALE
Yoel Romero,Luke Rockhold,160,-185,2/10/2018,"Perth, Western Australia, Australia", Australia,Red,TRUE,Middleweight,MALE
Mark Hunt,Curtis Blaydes,165,-190,2/10/2018,"Perth, Western Australia, Australia", Australia,Blue,FALSE,Heavyweight,MALE
Tai Tuivasa,Cyril Asker,-275,235,2/10/2018,"Perth, Western Australia, Australia", Australia,Red,FALSE,Heavyweight,MALE
Jake Matthews,Li Jingliang,125,-145,2/10/2018,"Perth, Western Australia, Australia", Australia,Red,FALSE,Welterweight,MALE
Tyson Pedro,Saparbeg Safarov,-300,250,2/10/2018,"Perth, Western Australia, Australia", Australia,Red,FALSE,Light Heavyweight,MALE
Damien Brown,Dong Hyun Ma,115,-135,2/10/2018,"Perth, Western Australia, Australia", Australia,Blue,FALSE,Lightweight,MALE
Rob Wilkinson,Israel Adesanya,305,-365,2/10/2018,"Perth, Western Australia, Australia", Australia,Blue,FALSE,Middleweight,MALE
Alexander Volkanovski,Jeremy Kennedy,-200,170,2/10/2018,"Perth, Western Australia, Australia", Australia,Red,FALSE,Featherweight,MALE
Jussier Formiga,Ben Nguyen,-110,-110,2/10/2018,"Perth, Western Australia, Australia", Australia,Red,FALSE,Flyweight,MALE
Ross Pearson,Mizuto Hirota,-160,140,2/10/2018,"Perth, Western Australia, Australia", Australia,Red,FALSE,Lightweight,MALE
Teruto Ishihara,Jose Quinonez,135,-155,2/10/2018,"Perth, Western Australia, Australia", Australia,Blue,FALSE,Bantamweight,MALE
Luke Jumeau,Daichi Abe,140,-160,2/10/2018,"Perth, Western Australia, Australia", Australia,Red,FALSE,Welterweight,MALE
Lyoto Machida,Eryk Anders,205,-245,2/3/2018,"Belem, Para, Brazil", Brazil,Red,FALSE,Middleweight,MALE
Valentina Shevchenko,Priscila Cachoeira,-1100,700,2/3/2018,"Belem, Para, Brazil", Brazil,Red,FALSE,Women's Flyweight,FEMALE
Michel Prazeres,Desmond Green,-120,100,2/3/2018,"Belem, Para, Brazil", Brazil,Red,FALSE,Lightweight,MALE
Tim Johnson,Marcelo Golm,150,-170,2/3/2018,"Belem, Para, Brazil", Brazil,Red,FALSE,Heavyweight,MALE
Douglas Silva de Andrade,Marlon Vera,165,-190,2/3/2018,"Belem, Para, Brazil", Brazil,Red,FALSE,Bantamweight,MALE
Thiago Santos,Anthony Smith,-255,215,2/3/2018,"Belem, Para, Brazil", Brazil,Red,FALSE,Middleweight,MALE
Sergio Moraes,Tim Means,173,-205,2/3/2018,"Belem, Para, Brazil", Brazil,Red,FALSE,Welterweight,MALE
Alan Patrick,Damir Hadzovic,-240,200,2/3/2018,"Belem, Para, Brazil", Brazil,Red,FALSE,Lightweight,MALE
Maia Stevenson,Polyana Viana,350,-440,2/3/2018,"Belem, Para, Brazil", Brazil,Blue,FALSE,Women's Strawweight,FEMALE
Iuri Alcantara,Joe Soto,-120,100,2/3/2018,"Belem, Para, Brazil", Brazil,Red,FALSE,Bantamweight,MALE
Deiveson Figueiredo,Joseph Morales,110,-130,2/3/2018,"Belem, Para, Brazil", Brazil,Red,FALSE,Flyweight,MALE
Jacare Souza,Derek Brunson,120,-140,1/27/2018,"Charlotte, North Carolina, USA", USA,Red,FALSE,Middleweight,MALE
Dennis Bermudez,Andre Fili,-150,130,1/27/2018,"Charlotte, North Carolina, USA", USA,Blue,FALSE,Featherweight,MALE
Jordan Rinaldi,Gregor Gillespie,425,-550,1/27/2018,"Charlotte, North Carolina, USA", USA,Blue,FALSE,Lightweight,MALE
Drew Dober,Frank Camacho,-140,120,1/27/2018,"Charlotte, North Carolina, USA", USA,Red,FALSE,Welterweight,MALE
Erik Koch,Bobby Green,155,-175,1/27/2018,"Charlotte, North Carolina, USA", USA,Blue,FALSE,Lightweight,MALE
Mirsad Bektic,Godofredo Pepey,-550,425,1/27/2018,"Charlotte, North Carolina, USA", USA,Red,FALSE,Featherweight,MALE
Katlyn Chookagian,Mara Romero Borella,-190,165,1/27/2018,"Charlotte, North Carolina, USA", USA,Red,FALSE,Women's Flyweight,FEMALE
Randa Markos,Juliana Lima,-155,135,1/27/2018,"Charlotte, North Carolina, USA", USA,Red,FALSE,Women's Strawweight,FEMALE
Justine Kish,Ji Yeon Kim,-160,140,1/27/2018,"Charlotte, North Carolina, USA", USA,Blue,FALSE,Women's Flyweight,FEMALE
Vinc Pichel,Joaquim Silva,110,-130,1/27/2018,"Charlotte, North Carolina, USA", USA,Red,FALSE,Lightweight,MALE
Niko Price,George Sullivan,-365,305,1/27/2018,"Charlotte, North Carolina, USA", USA,Red,FALSE,Welterweight,MALE
Austin Arnett,Cory Sandhagen,170,-200,1/27/2018,"Charlotte, North Carolina, USA", USA,Blue,FALSE,Featherweight,MALE
Stipe Miocic,Francis Ngannou,150,-170,1/20/2018,"Boston, Massachusetts, USA", USA,Red,TRUE,Heavyweight,MALE
Daniel Cormier,Volkan Oezdemir,-345,285,1/20/2018,"Boston, Massachusetts, USA", USA,Red,TRUE,Light Heavyweight,MALE
Calvin Kattar,Shane Burgos,190,-230,1/20/2018,"Boston, Massachusetts, USA", USA,Red,FALSE,Featherweight,MALE
Gian Villante,Francimar Barroso,-155,135,1/20/2018,"Boston, Massachusetts, USA", USA,Red,FALSE,Light Heavyweight,MALE
Thomas Almeida,Rob Font,-145,125,1/20/2018,"Boston, Massachusetts, USA", USA,Blue,FALSE,Bantamweight,MALE
Kyle Bochniak,Brandon Davis,120,-140,1/20/2018,"Boston, Massachusetts, USA", USA,Red,FALSE,Featherweight,MALE
Sabah Homasi,Abdul Razak Alhassan,168,-195,1/20/2018,"Boston, Massachusetts, USA", USA,Blue,FALSE,Welterweight,MALE
Dustin Ortiz,Alexandre Pantoja,-135,115,1/20/2018,"Boston, Massachusetts, USA", USA,Red,FALSE,Flyweight,MALE
Dan Ige,Julio Arce,120,-140,1/20/2018,"Boston, Massachusetts, USA", USA,Blue,FALSE,Featherweight,MALE
Matt Bessette,Enrique Barzola,245,-290,1/20/2018,"Boston, Massachusetts, USA", USA,Blue,FALSE,Featherweight,MALE
Islam Makhachev,Gleison Tibau,-290,245,1/20/2018,"Boston, Massachusetts, USA", USA,Red,FALSE,Lightweight,MALE
Jeremy Stephens,Dooho Choi,145,-165,1/14/2018,"St. Louis, Missouri, USA", USA,Red,FALSE,Featherweight,MALE
Paige VanZant,Jessica-Rose Clark,-120,100,1/14/2018,"St. Louis, Missouri, USA", USA,Blue,FALSE,Women's Flyweight,FEMALE
Kamaru Usman,Emil Meek,-750,525,1/14/2018,"St. Louis, Missouri, USA", USA,Red,FALSE,Welterweight,MALE
Darren Elkins,Michael Johnson,175,-210,1/14/2018,"St. Louis, Missouri, USA", USA,Red,FALSE,Featherweight,MALE
James Krause,Alex White,-180,158,1/14/2018,"St. Louis, Missouri, USA", USA,Red,FALSE,Lightweight,MALE
Matt Frevola,Polo Reyes,-200,185,1/14/2018,"St. Louis, Missouri, USA", USA,Blue,FALSE,Lightweight,MALE
Talita Bernardo,Irene Aldana,115,-135,1/14/2018,"St. Louis, Missouri, USA", USA,Blue,FALSE,Women's Bantamweight,FEMALE
Kyung Ho Kang,Guido Cannetti,-290,245,1/14/2018,"St. Louis, Missouri, USA", USA,Red,FALSE,Bantamweight,MALE
Kalindra Faria,Jessica Eye,115,-135,1/14/2018,"St. Louis, Missouri, USA", USA,Blue,FALSE,Women's Flyweight,FEMALE
Danielle Taylor,JJ Aldrich,110,-130,1/14/2018,"St. Louis, Missouri, USA", USA,Blue,FALSE,Women's Strawweight,FEMALE
Mads Burnell,Mike Santiago,165,-190,1/14/2018,"St. Louis, Missouri, USA", USA,Red,FALSE,Featherweight,MALE
Cris Cyborg,Holly Holm,-325,265,12/30/2017,"Las Vegas, Nevada, USA", USA,Red,TRUE,Women's Featherweight,FEMALE
Khabib Nurmagomedov,Edson Barboza,-410,330,12/30/2017,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE
Dan Hooker,Marc Diakiese,165,-190,12/30/2017,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE
Cynthia Calvillo,Carla Esparza,-220,180,12/30/2017,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Women's Strawweight,FEMALE
Carlos Condit,Neil Magny,-130,110,12/30/2017,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Welterweight,MALE
Khalil Rountree Jr.,Michal Oleksiejczuk,-360,300,12/30/2017,"Las Vegas, Nevada, USA", USA,Draw,FALSE,Light Heavyweight,MALE
