R_fighter,B_fighter,round,time,date
Johnny Eduardo,Manvel Gamburyan,2,0:46,11/19/2016
Luis Henrique,Christian Colombo,3,2:12,11/19/2016
Pedro Munhoz,Justin Scoggins,2,1:55,11/19/2016
Francimar Barroso,Darren Stewart,1,1:34,11/19/2016
Ryan Bader,Ovince Saint Preux,5,5:00,8/16/2014
Ross Pearson,Gray Maynard,2,1:35,8/16/2014
Tim Boetsch,Brad Tavares,2,3:18,8/16/2014
Alan Jouban,Seth Baczynski,1,4:23,8/16/2014
Shawn Jordan,Jack May,3,2:03,8/16/2014
Thiago Tavares,Robert Peralta,1,4:27,8/16/2014
Jussier Formiga,Zach Makovsky,3,5:00,8/16/2014
Sara McMann,Lauren Murphy,3,5:00,8/16/2014
Tom Watson,Sam Alvey,3,5:00,8/16/2014
Frankie Saenz,Nolan Ticman,3,5:00,8/16/2014
Justin Gaethje,Edson Barboza,1,2:30,3/30/2019
Jack Hermansson,David Branch,1,0:49,3/30/2019
Josh Emmett,Michael Johnson,3,4:14,3/30/2019
Michelle Waterson,Karolina Kowalkiewicz,3,5:00,3/30/2019
Paul Craig,Kennedy Nzechukwu,3,4:20,3/30/2019
Sodiq Yusuff,Sheymon Moraes,3,5:00,3/30/2019
Marina Rodriguez,Jessica Aguilar,3,5:00,3/30/2019
Desmond Green,Ross Pearson,1,2:52,3/30/2019
Kevin Aguilar,Enrique Barzola,3,5:00,3/30/2019
Kevin Holland,Gerald Meerschaert,3,5:00,3/30/2019
Casey Kenney,Ray Borg,3,5:00,3/30/2019
Maryna Moroz,Sabina Mazo,3,5:00,3/30/2019
Alex Perez,Mark De La Rosa,3,5:00,3/30/2019
Kevin Lee,Edson Barboza,5,2:18,4/21/2018
Frankie Edgar,Cub Swanson,3,5:00,4/21/2018
Justin Willis,Chase Sherman,3,5:00,4/21/2018
David Branch,Thiago Santos,1,2:30,4/21/2018
Aljamain Sterling,Brett Johns,3,5:00,4/21/2018
Dan Hooker,Jim Miller,1,3:00,4/21/2018
Ryan LaFlare,Alex Garcia,3,5:00,4/21/2018
Ricky Simon,Merab Dvalishvili,3,5:00,4/21/2018
Siyar Bahadurzada,Luan Chagas,2,2:40,4/21/2018
Corey Anderson,Patrick Cummins,3,5:00,4/21/2018
Anthony Rocco Martin,Keita Nakamura,3,5:00,4/21/2018
Josh Barnett,Roy Nelson,5,5:00,9/26/2015
Uriah Hall,Gegard Mousasi,2,0:25,9/26/2015
Kyoji Horiguchi,Chico Camus,3,5:00,9/26/2015
Takeya Mizugaki,George Roop,3,5:00,9/26/2015
Diego Brandao,Katsunori Kikuno,1,0:28,9/26/2015
Mizuto Hirota,Teruto Ishihara,3,5:00,9/26/2015
Keita Nakamura,Jingliang Li,3,2:17,9/26/2015
Nick Hein,Yusuke Kasuya,3,5:00,9/26/2015
Kajan Johnson,Naoyuki Kotani,3,5:00,9/26/2015
Shinsho Anzai,Roger Zapata,3,0:47,9/26/2015
Vitor Belfort,Kelvin Gastelum,1,3:52,3/11/2017
Mauricio Rua,Gian Villante,3,0:59,3/11/2017
Edson Barboza,Beneil Dariush,2,3:35,3/11/2017
Ray Borg,Jussier Formiga,3,5:00,3/11/2017
Bethe Correia,Marion Reneau,3,5:00,3/11/2017
Alex Oliveira,Tim Means,2,2:38,3/11/2017
Kevin Lee,Francisco Trinaldo,2,3:12,3/11/2017
Sergio Moraes,Davi Ramos,3,5:00,3/11/2017
Joe Soto,Rani Yahya,3,5:00,3/11/2017
Michel Prazeres,Joshua Burkman,1,1:42,3/11/2017
Jeremy Kennedy,Rony Jason,3,5:00,3/11/2017
Paulo Costa,Garreth McLellan,1,1:17,3/11/2017
Vitor Belfort,Dan Henderson,1,1:17,11/9/2013
Cezar Ferreira,Daniel Sarafian,3,5:00,11/9/2013
Rafael Cavalcante,Igor Pokrajac,1,1:18,11/9/2013
Brandon Thatch,Paulo Thiago,1,2:10,11/9/2013
Ryan LaFlare,Santiago Ponzinibbio,3,5:00,11/9/2013
Jeremy Stephens,Rony Jason,1,0:40,11/9/2013
Sam Sicilia,Godofredo Pepey,1,1:42,11/9/2013
Omari Akhmedov,Thiago Perpetuo,1,3:31,11/9/2013
Thiago Tavares,Justin Salas,1,2:38,11/9/2013
Adriano Martins,Daron Cruickshank,2,2:49,11/9/2013
Dustin Ortiz,Jose Maria,3,3:19,11/9/2013
Vitor Belfort,Dan Henderson,1,2:07,11/7/2015
Glover Teixeira,Patrick Cummins,2,1:12,11/7/2015
Thomas Almeida,Anthony Birchak,1,4:24,11/7/2015
Alex Oliveira,Piotr Hallmann,3,0:51,11/7/2015
Rashid Magomedov,Gilbert Burns,3,5:00,11/7/2015
Corey Anderson,Fabio Maldonado,3,5:00,11/7/2015
Abel Trujillo,Gleison Tibau,1,1:45,11/7/2015
Johnny Case,Yan Cabral,3,5:00,11/7/2015
Thiago Tavares,Clay Guida,1,0:39,11/7/2015
Chas Skelly,Edimilson Souza,2,1:56,11/7/2015
Viscardi Andrade,Gasan Umalatov,3,5:00,11/7/2015
Jimmie Rivera,Pedro Munhoz,3,5:00,11/7/2015
Matheus Nicolau Pereira,Bruno Rodrigues,3,3:27,11/7/2015
Deiveson Figueiredo,Joseph Benavidez,2,1:54,2/29/2020
Felicia Spencer,Zarah Fairn,1,3:37,2/29/2020
Magomed Ankalaev,Ion Cutelaba,1,0:38,2/29/2020
Megan Anderson,Norma Dumont,1,3:31,2/29/2020
Grant Dawson,Darrick Minner,2,1:38,2/29/2020
Kyler Phillips,Gabriel Silva,3,5:00,2/29/2020
Brendan Allen,Tom Breese,1,4:47,2/29/2020
Marcin Tybura,Serghei Spivac,3,5:00,2/29/2020
Luis Pena,Steve Garcia,3,5:00,2/29/2020
Jordan Griffin,TJ Brown,2,3:38,2/29/2020
Spike Carlyle,Aalon Cruz,1,1:25,2/29/2020
Sean Brady,Ismail Naurdiev,3,5:00,2/29/2020
Chan Sung Jung,Dennis Bermudez,1,2:29,2/4/2017
Felice Herrig,Alexa Grasso,3,5:00,2/4/2017
James Vick,Abel Trujillo,3,0:49,2/4/2017
Volkan Oezdemir,Ovince Saint Preux,3,5:00,2/4/2017
Marcel Fortuna,Anthony Hamilton,1,3:10,2/4/2017
Jessica Andrade,Angela Hill,3,5:00,2/4/2017
Adam Milstead,Curtis Blaydes,2,0:59,2/4/2017
Chas Skelly,Chris Gruetzemacher,2,2:01,2/4/2017
Ricardo Ramos,Michinori Tanaka,3,5:00,2/4/2017
Tecia Torres,Bec Rawlings,3,5:00,2/4/2017
Alex Morono,Niko Price,2,5:00,2/4/2017
Khalil Rountree Jr.,Daniel Jolly,1,0:52,2/4/2017
Andrei Arlovski,Antonio Silva,1,2:59,9/13/2014
Gleison Tibau,Piotr Hallmann,3,5:00,9/13/2014
Leonardo Santos,Efrain Escudero,3,5:00,9/13/2014
Santiago Ponzinibbio,Wendell Oliveira Marques,1,1:20,9/13/2014
Iuri Alcantara,Russell Doane,3,5:00,9/13/2014
Jessica Andrade,Larissa Pacheco,1,4:33,9/13/2014
Godofredo Pepey,Dashon Johnson,1,4:29,9/13/2014
George Sullivan,Igor Araujo,2,2:31,9/13/2014
Francisco Trinaldo,Leandro Silva,3,5:00,9/13/2014
Sean Spencer,Paulo Thiago,3,5:00,9/13/2014
Rani Yahya,Johnny Bedford,2,2:04,9/13/2014
Frank Mir,Antonio Silva,1,1:40,2/22/2015
Michael Johnson,Edson Barboza,3,5:00,2/22/2015
Sam Alvey,Cezar Ferreira,1,3:34,2/22/2015
Adriano Martins,Rustam Khabilov,3,5:00,2/22/2015
Frankie Saenz,Iuri Alcantara,3,5:00,2/22/2015
Santiago Ponzinibbio,Sean Strickland,3,5:00,2/22/2015
Marion Reneau,Jessica Andrade,1,1:54,2/22/2015
Matt Dwyer,William Macario,1,3:14,2/22/2015
Mike de la Torre,Tiago dos Santos e Silva,1,2:59,2/22/2015
Douglas Silva de Andrade,Cody Gibson,3,5:00,2/22/2015
Ivan Jorge,Josh Shockley,3,5:00,2/22/2015
Kelvin Gastelum,Michael Bisping,1,2:30,11/25/2017
Jingliang Li,Zak Ottow,1,2:57,11/25/2017
Wang Guan,Alex Caceres,3,5:00,11/25/2017
Alex Garcia,Muslim Salikhov,2,3:22,11/25/2017
Zabit Magomedsharipov,Sheymon Moraes,3,4:30,11/25/2017
Kenan Song,Bobby Nash,1,0:15,11/25/2017
Xiaonan Yan,Kailin Curran,3,5:00,11/25/2017
Song Yadong,Bharat Kandare,1,4:16,11/25/2017
Shamil Abdurakhimov,Chase Sherman,1,1:24,11/25/2017
Gina Mazany,Yanan Wu,3,5:00,11/25/2017
Rolando Dy,Wuliji Buren,3,5:00,11/25/2017
Cyril Asker,Hu Yaozong,2,2:33,11/25/2017
Tim Kennedy,Michael Bisping,5,5:00,4/16/2014
Patrick Cote,Kyle Noke,3,5:00,4/16/2014
Elias Theodorou,Sheldon Westcott,2,4:41,4/16/2014
Chad Laprise,Olivier Aubin-Mercier,3,5:00,4/16/2014
Dustin Poirier,Akira Corassani,2,0:42,4/16/2014
KJ Noons,Sam Stout,1,0:30,4/16/2014
Sarah Kaufman,Leslie Smith,3,5:00,4/16/2014
Ryan Jimmo,Sean O'Connell,1,4:27,4/16/2014
George Roop,Dustin Kimura,3,5:00,4/16/2014
Mark Bocek,Mike de la Torre,3,5:00,4/16/2014
Nordine Taleb,Vik Grujic,3,5:00,4/16/2014
Richard Walsh,Chris Indich,3,5:00,4/16/2014
Mitch Gagnon,Tim Gorman,3,5:00,4/16/2014
Michael Bisping,Cung Le,4,0:57,8/23/2014
Tyron Woodley,Dong Hyun Kim,1,1:01,8/23/2014
Lipeng Zhang,Brendan O'Reilly,3,5:00,8/23/2014
Guangyou Ning,Jianping Yang,3,5:00,8/23/2014
Sai Wang,Danny Mitchell,3,5:00,8/23/2014
Alberto Mina,Shinsho Anzai,1,4:17,8/23/2014
Yuta Sasaki,Roland Delorme,1,1:06,8/23/2014
Colby Covington,Anying Wang,1,4:50,8/23/2014
Royston Wee,Yao Zhikui,3,5:00,8/23/2014
Milana Dudieva,Elizabeth Phillips,3,5:00,8/23/2014
Michael Bisping,Thales Leites,5,5:00,7/18/2015
Evan Dunham,Ross Pearson,3,5:00,7/18/2015
Joe Duffy,Ivan Jorge,1,3:05,7/18/2015
Joanne Calderwood,Cortney Casey,3,5:00,7/18/2015
Leon Edwards,Pawel Pawlak,3,5:00,7/18/2015
Stevie Ray,Leonardo Mafra,1,2:30,7/18/2015
Paddy Holohan,Vaughan Lee,3,5:00,7/18/2015
Ilir Latifi,Hans Stringer,1,0:56,7/18/2015
Mickael Lebout,Teemu Packalen,3,5:00,7/18/2015
Robert Whiteford,Paul Redmond,1,3:04,7/18/2015
Jimmie Rivera,Marcus Brimage,1,1:29,7/18/2015
Daniel Omielanczuk,Chris de la Rocha,1,0:48,7/18/2015
Jan Blachowicz,Jacare Souza,5,5:00,11/16/2019
Mauricio Rua,Paul Craig,3,5:00,11/16/2019
Charles Oliveira,Jared Gordon,1,1:26,11/16/2019
Andre Muniz,Antonio Arroyo,3,5:00,11/16/2019
Wellington Turman,Markus Perez,3,5:00,11/16/2019
James Krause,Sergio Moraes,3,4:19,11/16/2019
Ricardo Ramos,Eduardo Garagorri,1,3:57,11/16/2019
Francisco Trinaldo,Bobby Green,3,5:00,11/16/2019
Randy Brown,Warlley Alves,2,1:22,11/16/2019
Douglas Silva de Andrade,Renan Barao,3,5:00,11/16/2019
Ariane Lipski,Isabela de Padua,3,5:00,11/16/2019
Tracy Cortez,Vanessa Melo,3,5:00,11/16/2019
Thiago Santos,Jan Blachowicz,3,0:39,2/23/2019
Stefan Struve,Marcos Rogerio de Lima,2,2:21,2/23/2019
Michal Oleksiejczuk,Gian Villante,1,1:34,2/23/2019
Liz Carmouche,Lucie Pudilova,3,5:00,2/23/2019
Petr Yan,John Dodson,3,5:00,2/23/2019
Magomed Ankalaev,Klidson Abreu,3,5:00,2/23/2019
Dwight Grant,Carlo Pedersoli Jr.,1,4:59,2/23/2019
Chris Fishgold,Daniel Teymur,2,1:10,2/23/2019
Gillian Robertson,Veronica Macedo,2,3:27,2/23/2019
Damir Hadzovic,Marco Polo Reyes,2,2:03,2/23/2019
Ismail Naurdiev,Michel Prazeres,3,5:00,2/23/2019
Diego Ferreira,Rustam Khabilov,3,5:00,2/23/2019
Damir Ismagulov,Joel Alvarez,3,5:00,2/23/2019
Curtis Blaydes,Junior Dos Santos,2,1:06,1/25/2020
Michael Chiesa,Rafael Dos Anjos,3,5:00,1/25/2020
Alex Perez,Jordan Espinosa,1,2:33,1/25/2020
Angela Hill,Hannah Cifers,2,4:26,1/25/2020
Jamahal Hill,Darko Stosic,3,5:00,1/25/2020
Bevon Lewis,Dequan Townsend,3,5:00,1/25/2020
Arnold Allen,Nik Lentz,3,5:00,1/25/2020
Justine Kish,Lucie Pudilova,3,5:00,1/25/2020
Montel Jackson,Felipe Colares,3,5:00,1/25/2020
Sara McMann,Lina Lansberg,3,5:00,1/25/2020
Brett Johns,Tony Gravely,3,2:53,1/25/2020
Herbert Burns,Nate Landwehr,1,2:43,1/25/2020
Francis Ngannou,Curtis Blaydes,1,0:45,11/24/2018
Alistair Overeem,Sergei Pavlovich,1,4:21,11/24/2018
Song Yadong,Vince Morales,3,5:00,11/24/2018
Jingliang Li,David Zawada,3,4:07,11/24/2018
Alex Morono,Kenan Song,3,5:00,11/24/2018
Yanan Wu,Lauren Mueller,1,4:00,11/24/2018
Rashad Coulter,Hu Yaozong,3,5:00,11/24/2018
Weili Zhang,Jessica Aguilar,1,3:41,11/24/2018
Liu Pingyuan,Martin Day,3,5:00,11/24/2018
Xiaonan Yan,Syuri Kondo,3,5:00,11/24/2018
Kevin Holland,John Phillips,3,4:05,11/24/2018
Louis Smolka,Su Mudaerji,2,2:07,11/24/2018
Curtis Blaydes,Alexander Volkov,5,5:00,6/20/2020
Josh Emmett,Shane Burgos,3,5:00,6/20/2020
Raquel Pennington,Marion Reneau,3,5:00,6/20/2020
Belal Muhammad,Lyman Good,3,5:00,6/20/2020
Jim Miller,Roosevelt Roberts,1,2:25,6/20/2020
Bobby Green,Clay Guida,3,5:00,6/20/2020
Tecia Torres,Brianna Van Buren,3,5:00,6/20/2020
Marc-Andre Barriault,Oskar Piechota,2,4:50,6/20/2020
Gillian Robertson,Cortney Casey,3,4:36,6/20/2020
Justin Jaynes,Frank Camacho,1,0:41,6/20/2020
Lauren Murphy,Roxanne Modafferi,3,5:00,6/20/2020
Austin Hubbard,Max Rohskopf,2,5:00,6/20/2020
Dan Henderson,Tim Boetsch,1,0:28,6/6/2015
Ben Rothwell,Matt Mitrione,1,1:54,6/6/2015
Dustin Poirier,Yancy Medeiros,1,2:38,6/6/2015
Brian Ortega,Thiago Tavares,3,4:10,6/6/2015
Anthony Birchak,Joe Soto,1,1:37,6/6/2015
Francisco Rivera,Alex Caceres,1,0:21,6/6/2015
Shawn Jordan,Derrick Lewis,2,0:48,6/6/2015
Omari Akhmedov,Brian Ebersole,1,5:00,6/6/2015
Chris Wade,Christos Giagos,3,5:00,6/6/2015
Joe Proctor,Justin Edwards,3,4:58,6/6/2015
Jake Collier,Ricardo Abreu,3,5:00,6/6/2015
Jose Quinonez,Leonardo Morales,1,2:34,6/6/2015
Matt Brown,Erick Silva,3,2:11,5/10/2014
Constantinos Philippou,Lorenz Larkin,1,3:47,5/10/2014
Daron Cruickshank,Erik Koch,1,3:21,5/10/2014
Neil Magny,Tim Means,3,5:00,5/10/2014
Soa Palelei,Ruan Potts,1,2:20,5/10/2014
Chris Cariaso,Louis Smolka,3,5:00,5/10/2014
Ed Herman,Rafael Natal,3,5:00,5/10/2014
Kyoji Horiguchi,Darrell Montague,3,5:00,5/10/2014
Zak Cummings,Yan Cabral,3,5:00,5/10/2014
Johnny Eduardo,Eddie Wineland,1,4:37,5/10/2014
Nik Lentz,Manvel Gamburyan,3,5:00,5/10/2014
Justin Salas,Ben Wall,1,2:41,5/10/2014
Albert Tumenov,Anthony Lapsley,1,3:56,5/10/2014
Derek Brunson,Lyoto Machida,1,2:30,10/28/2017
Colby Covington,Demian Maia,3,5:00,10/28/2017
Pedro Munhoz,Rob Font,1,4:03,10/28/2017
Francisco Trinaldo,Jim Miller,3,5:00,10/28/2017
Thiago Santos,Jack Hermansson,1,4:59,10/28/2017
John Lineker,Marlon Vera,3,5:00,10/28/2017
Vicente Luque,Niko Price,2,4:08,10/28/2017
Antonio Carlos Junior,Jack Marshman,1,4:30,10/28/2017
Jared Gordon,Hacran Dias,3,5:00,10/28/2017
Elizeu Zaleski dos Santos,Max Griffin,3,5:00,10/28/2017
Deiveson Figueiredo,Jarred Brooks,3,5:00,10/28/2017
Marcelo Golm,Christian Colombo,1,2:08,10/28/2017
Henry Cejudo,TJ Dillashaw,1,0:32,1/19/2019
Allen Crowder,Greg Hardy,2,2:28,1/19/2019
Gregor Gillespie,Yancy Medeiros,2,4:59,1/19/2019
Joseph Benavidez,Dustin Ortiz,3,5:00,1/19/2019
Paige VanZant,Rachael Ostovich,2,1:50,1/19/2019
Glover Teixeira,Karl Roberson,1,3:21,1/19/2019
Donald Cerrone,Alexander Hernandez,2,3:43,1/19/2019
Joanne Calderwood,Ariane Lipski,3,5:00,1/19/2019
Alonzo Menifield,Vinicius Moreira,1,3:56,1/19/2019
Cory Sandhagen,Mario Bautista,1,3:31,1/19/2019
Dennis Bermudez,Te Edwards,3,5:00,1/19/2019
Geoff Neal,Belal Muhammad,3,5:00,1/19/2019
Chance Rencountre,Kyle Stewart,1,2:25,1/19/2019
Donald Cerrone,Yancy Medeiros,1,4:58,2/18/2018
Derrick Lewis,Marcin Tybura,3,2:48,2/18/2018
James Vick,Francisco Trinaldo,3,5:00,2/18/2018
Curtis Millender,Thiago Alves,2,4:17,2/18/2018
Brandon Davis,Steven Peterson,3,5:00,2/18/2018
Sage Northcutt,Thibault Gouti,3,5:00,2/18/2018
Diego Ferreira,Jared Gordon,1,1:58,2/18/2018
Geoff Neal,Brian Camozzi,1,2:48,2/18/2018
Robert Sanchez,Joby Sanchez,1,1:50,2/18/2018
Lucie Pudilova,Sarah Moras,3,5:00,2/18/2018
Alex Morono,Joshua Burkman,1,2:12,2/18/2018
Oskar Piechota,Tim Williams,1,1:54,2/18/2018
Darren Till,Donald Cerrone,1,4:20,10/21/2017
Karolina Kowalkiewicz,Jodie Esquibel,3,5:00,10/21/2017
Jan Blachowicz,Devin Clark,2,3:02,10/21/2017
Oskar Piechota,Jonathan Wilson,3,5:00,10/21/2017
Marcin Held,Nasrat Haqparast,3,5:00,10/21/2017
Brian Kelleher,Damian Stasiak,3,3:39,10/21/2017
Ramazan Emeev,Sam Alvey,3,5:00,10/21/2017
Andre Fili,Artem Lobov,3,5:00,10/21/2017
Warlley Alves,Salim Touahri,3,5:00,10/21/2017
Aspen Ladd,Lina Lansberg,2,2:33,10/21/2017
Josh Emmett,Felipe Arantes,3,5:00,10/21/2017
Kevin Lee,Michael Chiesa,1,4:37,6/25/2017
Tim Boetsch,Johny Hendricks,2,0:46,6/25/2017
Felice Herrig,Justine Kish,3,5:00,6/25/2017
Dominick Reyes,Joachim Christensen,1,0:29,6/25/2017
Tim Means,Alex Garcia,3,5:00,6/25/2017
Dennis Siver,BJ Penn,3,5:00,6/25/2017
Clay Guida,Erik Koch,3,5:00,6/25/2017
Marvin Vettori,Vitor Miranda,3,5:00,6/25/2017
Carla Esparza,Maryna Moroz,3,5:00,6/25/2017
Darrell Horcher,Devin Powell,3,5:00,6/25/2017
Jared Gordon,Michel Quinones,2,4:24,6/25/2017
Anthony Rocco Martin,Johnny Case,3,5:00,6/25/2017
Jeremy Kimball,Josh Stansbury,1,1:21,6/25/2017
Carlos Condit,Thiago Alves,2,5:00,5/30/2015
Charles Oliveira,Nik Lentz,3,1:10,5/30/2015
Alex Oliveira,KJ Noons,1,2:51,5/30/2015
Francimar Barroso,Ryan Jimmo,3,5:00,5/30/2015
Francisco Trinaldo,Norman Parke,3,5:00,5/30/2015
Darren Till,Wendell Oliveira Marques,2,1:37,5/30/2015
Rony Jason,Damon Jackson,1,3:31,5/30/2015
Jussier Formiga,Wilson Reis,3,5:00,5/30/2015
Nicolas Dalby,Elizeu Zaleski dos Santos,3,5:00,5/30/2015
Mirsad Bektic,Lucas Martins,2,0:30,5/30/2015
Juliana Lima,Ericka Almeida,3,5:00,5/30/2015
Tom Breese,Luiz Dutra,1,4:58,5/30/2015
Carlos Condit,Martin Kampmann,4,0:54,8/28/2013
Rafael Dos Anjos,Donald Cerrone,3,5:00,8/28/2013
Kelvin Gastelum,Brian Melancon,1,2:26,8/28/2013
Court McGee,Robert Whittaker,3,5:00,8/28/2013
Takeya Mizugaki,Erik Perez,3,5:00,8/28/2013
Brad Tavares,Robert McDaniel,3,5:00,8/28/2013
Dylan Andrews,Papy Abedi,3,1:32,8/28/2013
Brandon Thatch,Justin Edwards,1,1:23,8/28/2013
Darren Elkins,Hatsu Hioki,3,5:00,8/28/2013
Jason High,James Head,1,1:41,8/28/2013
Zak Cummings,Ben Alloway,1,4:19,8/28/2013
Roger Bowling,Abel Trujillo,2,4:57,8/28/2013
Martin Kampmann,Carlos Condit,3,5:00,4/1/2009
Ryan Bader,Carmelo Marrero,3,5:00,4/1/2009
Tyson Griffin,Rafael Dos Anjos,3,5:00,4/1/2009
Cole Miller,Junie Browning,1,1:58,4/1/2009
Gleison Tibau,Jeremy Stephens,3,5:00,4/1/2009
Ricardo Almeida,Matt Horwich,3,5:00,4/1/2009
Brock Larson,Jesse Sanders,1,2:01,4/1/2009
Tim Credeur,Nick Catone,2,3:45,4/1/2009
Jorge Rivera,Nissen Osterneck,3,5:00,4/1/2009
Rob Kimmons,Joe Vedepo,1,1:54,4/1/2009
Aaron Simpson,Tim McKenzie,1,1:40,4/1/2009
Colby Covington,Robbie Lawler,5,5:00,8/3/2019
Jim Miller,Clay Guida,1,0:58,8/3/2019
Nasrat Haqparast,Joaquim Silva,2,0:36,8/3/2019
Gerald Meerschaert,Trevin Giles,3,1:49,8/3/2019
Scott Holtzman,Dong Hyun Ma,2,5:00,8/3/2019
Kennedy Nzechukwu,Darko Stosic,3,5:00,8/3/2019
Mickey Gall,Salim Touahri,3,5:00,8/3/2019
Antonina Shevchenko,Lucie Pudilova,2,1:20,8/3/2019
Matt Schnell,Jordan Espinosa,1,1:23,8/3/2019
Lauren Murphy,Mara Romero Borella,3,1:46,8/3/2019
Claudio Silva,Cole Williams,1,2:35,8/3/2019
Miranda Granger,Hannah Goldy,3,5:00,8/3/2019
Donald Cerrone,Alex Oliveira,1,2:33,2/21/2016
Derek Brunson,Roan Carneiro,1,2:38,2/21/2016
Cody Garbrandt,Augusto Mendes,1,4:18,2/21/2016
Dennis Bermudez,Tatsuya Kawajiri,3,5:00,2/21/2016
Chris Camozzi,Joe Riggs,1,0:26,2/21/2016
James Krause,Shane Campbell,3,5:00,2/21/2016
Sean Strickland,Alex Garcia,3,4:25,2/21/2016
Oluwale Bamgbose,Daniel Sarafian,1,1:00,2/21/2016
Anthony Smith,Leonardo Guimaraes,3,5:00,2/21/2016
Nathan Coy,Jonavin Webb,3,5:00,2/21/2016
Ashlee Evans-Smith,Marion Reneau,3,5:00,2/21/2016
Lauren Murphy,Kelly Faszholz,3,4:55,2/21/2016
Shamil Abdurakhimov,Anthony Hamilton,3,5:00,2/21/2016
Leon Edwards,Donald Cerrone,5,5:00,6/23/2018
Ovince Saint Preux,Tyson Pedro,1,2:54,6/23/2018
Jessica Eye,Jessica-Rose Clark,3,5:00,6/23/2018
Jingliang Li,Daichi Abe,3,5:00,6/23/2018
Petr Yan,Teruto Ishihara,1,3:28,6/23/2018
Song Yadong,Felipe Arantes,2,4:59,6/23/2018
Shane Young,Rolando Dy,2,4:40,6/23/2018
Kenan Song,Hector Aldana,2,4:45,6/23/2018
Jake Matthews,Shinsho Anzai,1,2:44,6/23/2018
Xiaonan Yan,Viviane Pereira,3,5:00,6/23/2018
Matt Schnell,Naoki Inoue,3,5:00,6/23/2018
Yuta Sasaki,Jenel Lausa,2,4:04,6/23/2018
Ji Yeon Kim,Melinda Fabian,3,5:00,6/23/2018
Justin Gaethje,Donald Cerrone,1,4:18,9/14/2019
Glover Teixeira,Nikita Krylov,3,5:00,9/14/2019
Todd Duffee,Jeff Hughes,1,4:03,9/14/2019
Tristan Connelly,Michel Pereira,3,5:00,9/14/2019
Uriah Hall,Antonio Carlos Junior,3,5:00,9/14/2019
Misha Cirkunov,Jimmy Crute,1,3:38,9/14/2019
Augusto Sakai,Marcin Tybura,1,0:59,9/14/2019
Miles Johns,Cole Smith,3,5:00,9/14/2019
Hunter Azure,Brad Katona,3,5:00,9/14/2019
Chas Skelly,Jordan Griffin,3,5:00,9/14/2019
Louis Smolka,Ryan MacDonald,1,4:43,9/14/2019
Austin Hubbard,Kyle Prepolec,3,5:00,9/14/2019
Donald Cerrone,Jim Miller,2,3:31,7/16/2014
Edson Barboza,Evan Dunham,1,3:06,7/16/2014
Rick Story,Leonardo Mafra,2,2:12,7/16/2014
Joe Proctor,Justin Salas,2,3:27,7/16/2014
John Lineker,Alptekin Ozkilic,3,4:51,7/16/2014
Lucas Martins,Alex White,3,2:08,7/16/2014
Gleison Tibau,Pat Healy,3,5:00,7/16/2014
Leslie Smith,Jessamyn Duke,1,2:24,7/16/2014
Aljamain Sterling,Hugo Viana,3,3:50,7/16/2014
Yosdenis Cedeno,Jerrod Sanders,1,5:00,7/16/2014
Claudia Gadelha,Tina Lahdemaki,3,5:00,7/16/2014
Cristiane Justino,Lina Lansberg,2,2:29,9/24/2016
Renan Barao,Phillipe Nover,3,5:00,9/24/2016
Roy Nelson,Antonio Silva,2,4:10,9/24/2016
Francisco Trinaldo,Paul Felder,3,2:25,9/24/2016
Eric Spicely,Thiago Santos,1,2:58,9/24/2016
Godofredo Pepey,Mike de la Torre,1,3:03,9/24/2016
Michel Prazeres,Gilbert Burns,3,5:00,9/24/2016
Rani Yahya,Michinori Tanaka,3,5:00,9/24/2016
Jussier Formiga,Dustin Ortiz,3,5:00,9/24/2016
Erick Silva,Luan Chagas,3,3:57,9/24/2016
Alan Patrick,Stevie Ray,3,5:00,9/24/2016
Vicente Luque,Hector Urbina,1,1:00,9/24/2016
Gregor Gillespie,Glaico Franca Moreira,3,5:00,9/24/2016
Germaine de Randamie,Aspen Ladd,1,0:16,7/13/2019
Urijah Faber,Ricky Simon,1,0:46,7/13/2019
Josh Emmett,Mirsad Bektic,1,4:25,7/13/2019
Karl Roberson,Wellington Turman,3,5:00,7/13/2019
Marvin Vettori,Cezar Ferreira,3,5:00,7/13/2019
Mike Rodriguez,John Allan,3,5:00,7/13/2019
Andre Fili,Sheymon Moraes,1,3:07,7/13/2019
Julianna Pena,Nicco Montano,3,5:00,7/13/2019
Ryan Hall,Darren Elkins,3,5:00,7/13/2019
Jonathan Martinez,Liu Pingyuan,3,3:54,7/13/2019
Brianna Van Buren,Livinha Souza,3,5:00,7/13/2019
Benito Lopez,Vince Morales,3,5:00,7/13/2019
Nate Diaz,Melvin Guillard,2,2:13,9/16/2009
Gray Maynard,Roger Huerta,3,5:00,9/16/2009
Carlos Condit,Jake Ellenberger,3,5:00,9/16/2009
Nate Quarry,Tim Credeur,3,5:00,9/16/2009
Brian Stann,Steve Cantwell,3,5:00,9/16/2009
Mike Pyle,Chris Wilson,3,2:15,9/16/2009
CB Dollaway,Jay Silva,3,5:00,9/16/2009
Jeremy Stephens,Justin Buchholz,1,3:23,9/16/2009
Mike Pierce,Brock Larson,3,5:00,9/16/2009
Ryan Jensen,Steve Steinbeiss,1,3:56,9/16/2009
Nate Diaz,Josh Neer,3,5:00,9/17/2008
Clay Guida,Mac Danzig,3,5:00,9/17/2008
